timestamp,W_totalops,W_op/s,W_pk/s,W_row/s,W_mean,W_med,W_95,W_99,W_999,W_max,W_stderr,R_totalops,R_op/s,R_pk/s,R_row/s,R_mean,R_med,R_95,R_99,R_999,R_max,R_stderr
1574904121,475899,28.0,28.0,28.0,0.41,0.39,0.63,0.65,0.65,0.65,0.46,474847,24.0,24.0,24.0,397.67,196.61,1041.24,1086.32,1086.32,1086.32,0.46446
1574904122,475899,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.46,474862,15.0,15.0,15.0,477.96,286.00,1334.84,1720.71,1720.71,1720.71,0.46447
1574904123,475960,61.0,61.0,61.0,37.37,0.84,271.32,597.69,667.94,667.94,0.46,474885,23.0,23.0,23.0,475.23,256.64,1606.42,1937.77,1937.77,1937.77,0.46448
1574904124,475995,35.0,35.0,35.0,33.46,0.55,7.45,1126.17,1126.17,1126.17,0.46,474906,21.0,21.0,21.0,546.43,374.87,1580.20,1878.00,1878.00,1878.00,0.46449
1574904125,476008,13.0,13.0,13.0,0.77,0.43,0.76,4.33,4.33,4.33,0.46,474919,13.0,13.0,13.0,400.46,324.53,756.55,834.67,834.67,834.67,0.46447
1574904126,476016,8.0,8.0,8.0,0.50,0.50,0.69,0.69,0.69,0.69,0.46,474935,16.0,16.0,16.0,676.19,546.83,1356.86,1546.65,1546.65,1546.65,0.46447
1574904127,476021,5.0,5.0,5.0,0.56,0.54,0.77,0.77,0.77,0.77,0.46,474950,15.0,15.0,15.0,532.39,453.51,976.75,1474.30,1474.30,1474.30,0.46448
1574904128,476026,5.0,5.0,5.0,0.49,0.52,0.59,0.59,0.59,0.59,0.46,474972,22.0,22.0,22.0,638.18,550.50,1277.17,1431.31,1431.31,1431.31,0.46449
1574904129,476031,5.0,5.0,5.0,0.44,0.42,0.54,0.54,0.54,0.54,0.46,474989,17.0,17.0,17.0,553.07,552.08,878.18,1025.51,1025.51,1025.51,0.46463
1574904130,476061,30.0,30.0,30.0,0.56,0.45,1.74,1.88,1.88,1.88,0.46,475014,25.0,25.0,25.0,389.52,301.99,903.35,1539.31,1539.31,1539.31,0.46465
1574904131,476071,10.0,10.0,10.0,0.45,0.43,0.59,0.59,0.59,0.59,0.46,475029,15.0,15.0,15.0,526.23,552.60,1110.44,1275.07,1275.07,1275.07,0.46467
1574904140,476282,21.0,21.0,21.0,266.56,1.35,1937.77,2083.52,2083.52,2083.52,0.46,475209,9.0,9.0,9.0,489.56,212.34,2917.14,2917.14,2917.14,2917.14,0.46490
1574904141,476284,2.0,2.0,2.0,0.45,0.45,0.46,0.46,0.46,0.46,0.46,475229,20.0,20.0,20.0,707.48,324.80,2474.64,2518.68,2518.68,2518.68,0.46490
1574904142,476324,40.0,40.0,40.0,0.44,0.39,0.68,1.02,1.02,1.02,0.46,475241,12.0,12.0,12.0,693.11,638.58,1073.74,1247.81,1247.81,1247.81,0.46494
1574904143,476324,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.46,475256,15.0,15.0,15.0,583.86,268.70,1523.58,1775.24,1775.24,1775.24,0.46494
1574904144,476353,29.0,29.0,29.0,1.64,0.51,0.92,32.93,32.93,32.93,0.46,475273,17.0,17.0,17.0,703.69,643.83,1518.34,1588.59,1588.59,1588.59,0.46495
1574904145,476353,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.46,475284,11.0,11.0,11.0,779.24,798.49,1172.31,1274.02,1274.02,1274.02,0.46496
1574904146,476362,9.0,9.0,9.0,0.79,0.63,1.88,1.88,1.88,1.88,0.46,475308,24.0,24.0,24.0,516.16,228.59,1310.72,1340.08,1340.08,1340.08,0.46498
1574904147,476362,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.46,475320,12.0,12.0,12.0,677.93,642.25,1034.94,1219.49,1219.49,1219.49,0.46498
1574904148,476400,38.0,38.0,38.0,0.62,0.44,0.71,5.72,5.72,5.72,0.47,475341,21.0,21.0,21.0,445.33,428.87,1192.23,1294.99,1294.99,1294.99,0.46502
1574904149,476405,5.0,5.0,5.0,0.48,0.49,0.57,0.57,0.57,0.57,0.47,475365,24.0,24.0,24.0,483.54,277.61,1435.50,1580.20,1580.20,1580.20,0.46503
1574904150,476414,9.0,9.0,9.0,0.45,0.45,0.51,0.51,0.51,0.51,0.47,475378,13.0,13.0,13.0,600.91,539.49,1026.03,1410.33,1410.33,1410.33,0.46503
1574904151,476439,25.0,25.0,25.0,0.43,0.42,0.58,0.70,0.70,0.70,0.47,475393,15.0,15.0,15.0,802.42,778.57,1366.29,1483.74,1483.74,1483.74,0.46505
1574904152,476461,22.0,22.0,22.0,0.48,0.44,0.59,0.94,0.94,0.94,0.47,475412,19.0,19.0,19.0,623.93,486.01,1318.06,1617.95,1617.95,1617.95,0.46506
1574904153,476472,11.0,11.0,11.0,0.54,0.50,0.74,0.79,0.79,0.79,0.47,475432,20.0,20.0,20.0,397.01,426.77,753.40,1228.93,1228.93,1228.93,0.46508
1574904154,476513,41.0,41.0,41.0,0.50,0.42,0.65,2.67,2.67,2.67,0.47,475453,21.0,21.0,21.0,470.38,446.43,1086.32,1323.30,1323.30,1323.30,0.46511
1574904155,476522,9.0,9.0,9.0,0.93,0.42,4.92,4.92,4.92,4.92,0.47,475470,17.0,17.0,17.0,673.87,653.79,1429.21,1549.80,1549.80,1549.80,0.46512
1574904156,476530,8.0,8.0,8.0,0.66,0.58,1.15,1.15,1.15,1.15,0.47,475486,16.0,16.0,16.0,498.72,339.74,1112.54,1345.32,1345.32,1345.32,0.46513
1574904157,476530,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,475503,17.0,17.0,17.0,632.46,498.34,1937.77,1951.40,1951.40,1951.40,0.46514
1574904158,476530,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,475516,13.0,13.0,13.0,642.90,536.35,1106.25,1196.43,1196.43,1196.43,0.46515
1574904159,476539,9.0,9.0,9.0,19.21,0.66,166.33,166.33,166.33,166.33,0.47,475535,19.0,19.0,19.0,664.09,472.91,1388.31,2527.07,2527.07,2527.07,0.46515
1574904160,476573,34.0,34.0,34.0,0.57,0.46,1.13,1.80,1.80,1.80,0.47,475552,17.0,17.0,17.0,605.04,567.28,1059.06,1172.31,1172.31,1172.31,0.46520
1574904161,476627,54.0,54.0,54.0,0.43,0.40,0.56,0.78,0.78,0.78,0.47,475567,15.0,15.0,15.0,411.46,309.07,890.77,1236.27,1236.27,1236.27,0.46525
1574904162,476634,7.0,7.0,7.0,0.44,0.45,0.54,0.54,0.54,0.54,0.47,475579,12.0,12.0,12.0,789.14,882.38,1337.98,1383.07,1383.07,1383.07,0.46526
1574904163,476637,3.0,3.0,3.0,0.56,0.52,0.70,0.70,0.70,0.70,0.47,475593,14.0,14.0,14.0,554.42,315.10,1744.83,1987.05,1987.05,1987.05,0.46526
1574904164,476650,13.0,13.0,13.0,0.52,0.50,0.70,0.88,0.88,0.88,0.47,475615,22.0,22.0,22.0,567.97,162.66,2285.90,2583.69,2583.69,2583.69,0.46526
1574904165,476661,11.0,11.0,11.0,1.15,0.47,3.33,4.88,4.88,4.88,0.47,475636,21.0,21.0,21.0,523.36,186.65,1471.15,2690.65,2690.65,2690.65,0.46526
1574904166,476668,7.0,7.0,7.0,0.44,0.39,0.63,0.63,0.63,0.63,0.47,475653,17.0,17.0,17.0,427.92,341.31,943.19,1111.49,1111.49,1111.49,0.46530
1574904167,476674,6.0,6.0,6.0,89.84,0.69,536.08,536.08,536.08,536.08,0.47,475665,12.0,12.0,12.0,913.29,448.79,1832.91,4353.69,4353.69,4353.69,0.46530
1574904168,476681,7.0,7.0,7.0,0.51,0.44,0.89,0.89,0.89,0.89,0.47,475677,12.0,12.0,12.0,658.74,253.62,1724.91,1959.79,1959.79,1959.79,0.46530
1574904169,476731,50.0,50.0,50.0,0.54,0.45,1.18,1.31,1.31,1.31,0.47,475696,19.0,19.0,19.0,805.23,467.14,1956.64,2170.55,2170.55,2170.55,0.46531
1574904170,476747,16.0,16.0,16.0,0.80,0.43,1.12,4.26,4.26,4.26,0.47,475715,19.0,19.0,19.0,451.59,423.36,943.19,1129.32,1129.32,1129.32,0.46536
1574904171,476747,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,475728,13.0,13.0,13.0,751.00,620.23,1268.78,1684.01,1684.01,1684.01,0.46536
1574904175,476830,20.0,20.0,20.0,63.40,0.98,476.05,496.24,496.24,496.24,0.47,475793,18.0,18.0,18.0,458.77,299.37,1008.73,1477.44,1477.44,1477.44,0.46546
1574904177,476839,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,475818,8.0,8.0,8.0,674.79,728.76,1097.86,1097.86,1097.86,1097.86,0.46548
1574904178,476878,39.0,39.0,39.0,0.44,0.41,0.65,0.68,0.68,0.68,0.47,475837,19.0,19.0,19.0,711.92,433.59,1542.46,1590.69,1590.69,1590.69,0.46549
1574904180,476878,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,475868,10.0,10.0,10.0,857.34,819.46,1470.10,1470.10,1470.10,1470.10,0.46550
1574904181,476883,5.0,5.0,5.0,0.79,0.89,1.22,1.22,1.22,1.22,0.47,475881,13.0,13.0,13.0,909.29,559.42,2455.76,2608.86,2608.86,2608.86,0.46550
1574904182,476893,10.0,10.0,10.0,0.52,0.47,0.77,0.77,0.77,0.77,0.47,475892,11.0,11.0,11.0,746.97,622.85,1321.21,1506.80,1506.80,1506.80,0.46551
1574904183,476906,13.0,13.0,13.0,367.14,1.13,1460.67,1757.41,1757.41,1757.41,0.47,475908,16.0,16.0,16.0,496.23,231.87,1832.91,2060.45,2060.45,2060.45,0.46551
1574904184,476924,18.0,18.0,18.0,12.90,0.49,0.75,223.61,223.61,223.61,0.47,475919,11.0,11.0,11.0,875.51,675.81,1873.81,2002.78,2002.78,2002.78,0.46552
1574904185,476924,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,475936,17.0,17.0,17.0,556.32,517.73,1145.04,1629.49,1629.49,1629.49,0.46552
1574904186,476941,17.0,17.0,17.0,12.83,0.57,53.81,156.50,156.50,156.50,0.47,475949,13.0,13.0,13.0,601.30,402.39,1461.71,1503.66,1503.66,1503.66,0.46553
1574904187,476941,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,475964,15.0,15.0,15.0,784.71,545.26,1873.81,2292.19,2292.19,2292.19,0.46553
1574904188,476941,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,475978,14.0,14.0,14.0,769.76,724.57,1267.73,1269.83,1269.83,1269.83,0.46554
1574904189,476974,33.0,33.0,33.0,0.55,0.44,0.99,2.53,2.53,2.53,0.47,475995,17.0,17.0,17.0,592.85,662.70,1179.65,1519.39,1519.39,1519.39,0.46556
1574904190,476974,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,476004,9.0,9.0,9.0,609.85,412.35,1349.52,1349.52,1349.52,1349.52,0.46556
1574904191,476974,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,476011,7.0,7.0,7.0,855.00,621.28,2113.93,2113.93,2113.93,2113.93,0.46556
1574904192,476979,5.0,5.0,5.0,0.53,0.55,0.59,0.59,0.59,0.59,0.47,476025,14.0,14.0,14.0,764.14,302.51,2541.75,2711.62,2711.62,2711.62,0.46557
1574904193,476995,16.0,16.0,16.0,0.51,0.47,0.68,1.04,1.04,1.04,0.47,476041,16.0,16.0,16.0,1068.44,582.48,2996.83,3118.47,3118.47,3118.47,0.46557
1574904194,477000,5.0,5.0,5.0,0.54,0.51,0.74,0.74,0.74,0.74,0.47,476053,12.0,12.0,12.0,514.24,479.99,663.22,1139.80,1139.80,1139.80,0.46559
1574904195,477000,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,476061,8.0,8.0,8.0,748.39,171.44,2397.04,2397.04,2397.04,2397.04,0.46559
1574904196,477032,32.0,32.0,32.0,7.56,0.50,14.07,164.63,164.63,164.63,0.47,476076,15.0,15.0,15.0,564.71,164.63,2390.75,2441.08,2441.08,2441.08,0.46559
1574904197,477061,29.0,29.0,29.0,10.64,0.60,9.35,277.87,277.87,277.87,0.47,476087,11.0,11.0,11.0,980.12,467.93,2919.24,3120.56,3120.56,3120.56,0.46560
1574904198,477084,23.0,23.0,23.0,0.46,0.42,0.74,0.86,0.86,0.86,0.47,476099,12.0,12.0,12.0,1372.04,1336.93,3191.87,3365.93,3365.93,3365.93,0.46560
1574904199,477105,21.0,21.0,21.0,25.42,0.54,4.49,514.06,514.06,514.06,0.47,476114,15.0,15.0,15.0,748.62,511.44,1481.64,3001.02,3001.02,3001.02,0.46560
1574904200,477113,8.0,8.0,8.0,32.02,0.46,252.84,252.84,252.84,252.84,0.47,476126,12.0,12.0,12.0,959.91,968.36,1168.11,1937.77,1937.77,1937.77,0.46561
1574904201,477113,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,476149,23.0,23.0,23.0,431.48,427.29,846.73,939.00,939.00,939.00,0.46554
1574904202,477130,17.0,17.0,17.0,30.54,0.53,0.87,510.66,510.66,510.66,0.47,476165,16.0,16.0,16.0,587.93,437.52,975.18,1874.85,1874.85,1874.85,0.46555
1574904203,477150,20.0,20.0,20.0,0.48,0.43,0.77,0.80,0.80,0.80,0.47,476174,9.0,9.0,9.0,590.80,592.45,1144.00,1144.00,1144.00,1144.00,0.46558
1574904204,477174,24.0,24.0,24.0,0.72,0.44,2.91,4.40,4.40,4.40,0.47,476187,13.0,13.0,13.0,872.21,968.88,1626.34,1873.81,1873.81,1873.81,0.46559
1574904205,477177,3.0,3.0,3.0,0.42,0.44,0.47,0.47,0.47,0.47,0.47,476203,16.0,16.0,16.0,570.45,308.81,1552.94,1786.77,1786.77,1786.77,0.46560
1574904206,477189,12.0,12.0,12.0,0.70,0.46,0.80,3.22,3.22,3.22,0.47,476218,15.0,15.0,15.0,599.85,478.41,1228.93,2038.43,2038.43,2038.43,0.46560
1574904210,477220,9.0,9.0,9.0,0.78,0.52,3.00,3.00,3.00,3.00,0.47,476278,15.0,15.0,15.0,780.49,782.24,1412.43,1428.16,1428.16,1428.16,0.46554
1574904211,477244,24.0,24.0,24.0,0.43,0.40,0.62,0.63,0.63,0.63,0.47,476295,17.0,17.0,17.0,640.07,576.72,1120.93,1293.94,1293.94,1293.94,0.46556
1574904212,477254,10.0,10.0,10.0,0.80,0.45,3.30,3.30,3.30,3.30,0.47,476305,10.0,10.0,10.0,806.54,904.40,1418.72,1418.72,1418.72,1418.72,0.46557
1574904213,477296,42.0,42.0,42.0,0.53,0.41,0.65,3.97,3.97,3.97,0.47,476319,14.0,14.0,14.0,774.29,575.14,1432.35,1775.24,1775.24,1775.24,0.46558
1574904214,477296,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,476325,6.0,6.0,6.0,875.06,738.72,1469.05,1469.05,1469.05,1469.05,0.46558
1574904215,477296,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,476342,17.0,17.0,17.0,851.54,512.49,1775.24,1790.97,1790.97,1790.97,0.46559
1574904216,477377,81.0,81.0,81.0,0.45,0.39,0.65,1.14,3.44,3.44,0.47,476353,11.0,11.0,11.0,726.95,903.87,1157.63,1387.27,1387.27,1387.27,0.46562
1574904217,477389,12.0,12.0,12.0,0.44,0.42,0.52,0.55,0.55,0.55,0.47,476374,21.0,21.0,21.0,596.26,180.75,1557.14,1574.96,1574.96,1574.96,0.46563
1574904218,477417,28.0,28.0,28.0,0.42,0.39,0.58,0.64,0.64,0.64,0.47,476388,14.0,14.0,14.0,386.14,246.28,531.63,1763.70,1763.70,1763.70,0.46564
1574904219,477421,4.0,4.0,4.0,0.47,0.44,0.52,0.52,0.52,0.52,0.47,476394,6.0,6.0,6.0,172.17,150.73,286.00,286.00,286.00,286.00,0.46564
1574904220,477421,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,476408,14.0,14.0,14.0,1196.32,645.92,3087.01,3118.47,3118.47,3118.47,0.46564
1574904221,477428,7.0,7.0,7.0,0.40,0.41,0.46,0.46,0.46,0.46,0.47,476424,16.0,16.0,16.0,490.60,497.81,856.69,947.39,947.39,947.39,0.46557
1574904222,477449,21.0,21.0,21.0,0.53,0.40,0.69,2.88,2.88,2.88,0.47,476432,8.0,8.0,8.0,1588.86,706.74,4521.46,4521.46,4521.46,4521.46,0.46557
1574904223,477478,29.0,29.0,29.0,5.46,0.45,3.23,140.25,140.25,140.25,0.47,476440,8.0,8.0,8.0,789.96,279.45,1512.05,1512.05,1512.05,1512.05,0.46558
1574904224,477478,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,476452,12.0,12.0,12.0,767.96,414.71,1960.84,2039.48,2039.48,2039.48,0.46559
1574904225,477491,13.0,13.0,13.0,9.48,0.59,1.54,115.61,115.61,115.61,0.47,476469,17.0,17.0,17.0,777.29,692.06,2392.85,2405.43,2405.43,2405.43,0.46559
1574904226,477501,10.0,10.0,10.0,0.53,0.48,0.87,0.87,0.87,0.87,0.47,476483,14.0,14.0,14.0,1219.06,699.40,1129.32,8086.62,8086.62,8086.62,0.46559
1574904227,477504,3.0,3.0,3.0,0.57,0.56,0.67,0.67,0.67,0.67,0.47,476495,12.0,12.0,12.0,826.30,764.94,1307.57,1315.96,1315.96,1315.96,0.46560
1574904228,477504,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,476509,14.0,14.0,14.0,545.66,443.02,954.20,1984.95,1984.95,1984.95,0.46560
1574904229,477537,33.0,33.0,33.0,4.65,0.65,8.22,104.73,104.73,104.73,0.47,476522,13.0,13.0,13.0,724.87,649.59,1347.42,1702.89,1702.89,1702.89,0.46561
1574904230,477539,2.0,2.0,2.0,0.75,0.51,0.99,0.99,0.99,0.99,0.47,476535,13.0,13.0,13.0,832.38,543.16,2271.22,2613.05,2613.05,2613.05,0.46561
1574904231,477562,23.0,23.0,23.0,0.45,0.43,0.67,0.67,0.67,0.67,0.47,476555,20.0,20.0,20.0,653.67,321.13,1658.85,2193.62,2193.62,2193.62,0.46562
1574904232,477616,54.0,54.0,54.0,0.43,0.38,0.60,0.71,1.16,1.16,0.47,476573,18.0,18.0,18.0,521.07,367.26,952.63,1029.70,1029.70,1029.70,0.46602
1574904233,477632,16.0,16.0,16.0,0.45,0.41,0.55,0.61,0.61,0.61,0.47,476580,7.0,7.0,7.0,754.96,739.77,899.15,899.15,899.15,899.15,0.46598
1574904234,477643,11.0,11.0,11.0,0.48,0.46,0.61,0.62,0.62,0.62,0.47,476597,17.0,17.0,17.0,863.27,895.48,1637.88,1737.49,1737.49,1737.49,0.46599
1574904235,477643,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,476608,11.0,11.0,11.0,578.13,482.61,924.84,933.23,933.23,933.23,0.46596
1574904236,477670,27.0,27.0,27.0,7.98,0.98,21.77,165.02,165.02,165.02,0.47,476621,13.0,13.0,13.0,772.09,858.26,1197.47,1567.62,1567.62,1567.62,0.46597
1574904237,477675,5.0,5.0,5.0,0.54,0.55,0.66,0.66,0.66,0.66,0.47,476633,12.0,12.0,12.0,980.52,921.17,1428.16,2826.96,2826.96,2826.96,0.46597
1574904238,477675,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,476647,14.0,14.0,14.0,688.53,531.37,1369.44,1470.10,1470.10,1470.10,0.46598
1574904239,477697,22.0,22.0,22.0,0.55,0.44,0.84,1.34,1.34,1.34,0.47,476661,14.0,14.0,14.0,735.39,721.42,1392.51,1571.82,1571.82,1571.82,0.46599
1574904240,477717,20.0,20.0,20.0,0.54,0.45,1.17,1.36,1.36,1.36,0.47,476677,16.0,16.0,16.0,560.63,401.34,1621.10,1870.66,1870.66,1870.66,0.46600
1574904241,477750,33.0,33.0,33.0,14.26,0.63,3.76,400.56,400.56,400.56,0.47,476695,18.0,18.0,18.0,652.32,349.96,2146.44,2401.24,2401.24,2401.24,0.46600
1574904242,477756,6.0,6.0,6.0,1.05,0.49,3.86,3.86,3.86,3.86,0.47,476711,16.0,16.0,16.0,525.10,280.76,1344.27,1777.34,1777.34,1777.34,0.46601
1574904243,477756,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,476720,9.0,9.0,9.0,744.31,515.38,1725.96,1725.96,1725.96,1725.96,0.46601
1574904244,477762,6.0,6.0,6.0,9.81,0.47,55.28,55.28,55.28,55.28,0.47,476739,19.0,19.0,19.0,738.90,431.75,1889.53,2107.64,2107.64,2107.64,0.46601
1574904245,477765,3.0,3.0,3.0,0.51,0.44,0.68,0.68,0.68,0.68,0.47,476751,12.0,12.0,12.0,251.56,168.56,606.08,687.34,687.34,687.34,0.46601
1574904246,477776,11.0,11.0,11.0,85.32,0.52,3.84,929.04,929.04,929.04,0.47,476768,17.0,17.0,17.0,822.69,638.58,2296.38,2877.29,2877.29,2877.29,0.46601
1574904247,477808,32.0,32.0,32.0,0.47,0.43,0.64,0.67,0.67,0.67,0.47,476781,13.0,13.0,13.0,868.79,477.89,2407.53,2965.37,2965.37,2965.37,0.46601
1574904248,477808,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,476791,10.0,10.0,10.0,401.15,311.69,979.37,979.37,979.37,979.37,0.46593
1574904249,477813,5.0,5.0,5.0,0.85,0.56,2.12,2.12,2.12,2.12,0.47,476805,14.0,14.0,14.0,1194.14,1033.90,2103.44,2250.24,2250.24,2250.24,0.46593
1574904250,477819,6.0,6.0,6.0,0.53,0.51,0.64,0.64,0.64,0.64,0.47,476817,12.0,12.0,12.0,850.07,803.73,1320.16,1333.79,1333.79,1333.79,0.46594
1574904251,477842,23.0,23.0,23.0,0.45,0.44,0.55,0.61,0.61,0.61,0.47,476827,10.0,10.0,10.0,792.22,599.26,2116.03,2116.03,2116.03,2116.03,0.46595
1574904252,477842,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,476840,13.0,13.0,13.0,829.87,950.53,1372.59,1425.01,1425.01,1425.01,0.46595
1574904253,477862,20.0,20.0,20.0,0.56,0.49,0.71,1.92,1.92,1.92,0.47,476851,11.0,11.0,11.0,615.44,348.65,1651.51,1704.98,1704.98,1704.98,0.46596
1574904257,477866,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,476907,6.0,6.0,6.0,1055.93,561.51,2887.78,2887.78,2887.78,2887.78,0.46598
1574904258,477866,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,476920,13.0,13.0,13.0,684.40,406.85,1978.66,2600.47,2600.47,2600.47,0.46598
1574904259,477925,59.0,59.0,59.0,0.65,0.39,0.81,1.45,12.48,12.48,0.47,476947,27.0,27.0,27.0,593.55,203.03,3053.45,3275.75,3275.75,3275.75,0.46598
1574904260,477925,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,476959,12.0,12.0,12.0,567.42,517.47,754.45,1008.73,1008.73,1008.73,0.46621
1574904261,477925,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,476972,13.0,13.0,13.0,1086.20,795.87,1593.84,3439.33,3439.33,3439.33,0.46621
1574904262,477934,9.0,9.0,9.0,0.44,0.44,0.50,0.50,0.50,0.50,0.47,476991,19.0,19.0,19.0,423.86,364.90,961.54,1544.55,1544.55,1544.55,0.46622
1574904263,477955,21.0,21.0,21.0,54.71,0.56,479.20,653.26,653.26,653.26,0.47,477002,11.0,11.0,11.0,859.80,584.58,1469.05,2694.84,2694.84,2694.84,0.46622
1574904264,477978,23.0,23.0,23.0,0.41,0.38,0.55,0.66,0.66,0.66,0.47,477021,19.0,19.0,19.0,527.61,384.83,1530.92,1625.29,1625.29,1625.29,0.46624
1574904265,477978,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,477031,10.0,10.0,10.0,720.86,515.90,1356.86,1356.86,1356.86,1356.86,0.46624
1574904266,478001,23.0,23.0,23.0,0.46,0.46,0.60,0.61,0.61,0.61,0.47,477044,13.0,13.0,13.0,1071.72,817.89,1841.30,2174.75,2174.75,2174.75,0.46625
1574904267,478009,8.0,8.0,8.0,0.46,0.44,0.56,0.56,0.56,0.56,0.47,477059,15.0,15.0,15.0,478.04,386.66,823.66,1449.13,1449.13,1449.13,0.46625
1574904268,478029,20.0,20.0,20.0,0.48,0.42,0.68,1.31,1.31,1.31,0.47,477076,17.0,17.0,17.0,703.96,581.44,1570.77,1900.02,1900.02,1900.02,0.46626
1574904269,478036,7.0,7.0,7.0,0.49,0.49,0.75,0.75,0.75,0.75,0.47,477091,15.0,15.0,15.0,680.10,815.79,1095.76,1312.82,1312.82,1312.82,0.46627
1574904270,478036,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,477100,9.0,9.0,9.0,806.41,905.97,1591.74,1591.74,1591.74,1591.74,0.46627
1574904271,478036,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,477116,16.0,16.0,16.0,815.08,797.97,1508.90,1785.72,1785.72,1785.72,0.46628
1574904272,478047,11.0,11.0,11.0,0.44,0.41,0.52,0.58,0.58,0.58,0.47,477123,7.0,7.0,7.0,635.42,541.07,1410.33,1410.33,1410.33,1410.33,0.46629
1574904273,478068,21.0,21.0,21.0,17.85,0.53,4.77,358.09,358.09,358.09,0.47,477151,28.0,28.0,28.0,525.80,207.22,2340.42,2418.02,2418.02,2418.02,0.46629
1574904274,478068,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,477165,14.0,14.0,14.0,715.03,521.40,2099.25,2174.75,2174.75,2174.75,0.46629
1574904275,478076,8.0,8.0,8.0,0.45,0.46,0.52,0.52,0.52,0.52,0.47,477178,13.0,13.0,13.0,599.96,663.75,1611.66,1847.59,1847.59,1847.59,0.46630
1574904276,478094,18.0,18.0,18.0,0.47,0.42,0.60,1.13,1.13,1.13,0.47,477206,28.0,28.0,28.0,426.07,236.19,1531.97,1816.13,1816.13,1816.13,0.46631
1574904277,478102,8.0,8.0,8.0,105.44,1.51,424.67,424.67,424.67,424.67,0.47,477220,14.0,14.0,14.0,732.80,588.78,1376.78,1843.40,1843.40,1843.40,0.46631
1574904278,478102,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,477233,13.0,13.0,13.0,829.83,692.06,1371.54,1810.89,1810.89,1810.89,0.46631
1574904279,478102,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,477246,13.0,13.0,13.0,614.97,634.91,1300.23,1309.67,1309.67,1309.67,0.46632
1574904280,478158,56.0,56.0,56.0,0.45,0.41,0.68,0.73,1.20,1.20,0.47,477261,15.0,15.0,15.0,616.16,664.80,1248.85,1380.97,1380.97,1380.97,0.46635
1574904282,478216,41.0,41.0,41.0,4.37,0.49,1.07,157.81,157.81,157.81,0.47,477291,18.0,18.0,18.0,674.81,457.18,1611.66,1745.88,1745.88,1745.88,0.46637
1574904283,478241,25.0,25.0,25.0,0.42,0.38,0.59,0.71,0.71,0.71,0.47,477301,10.0,10.0,10.0,939.53,783.81,2273.31,2273.31,2273.31,2273.31,0.46638
1574904284,478241,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,477315,14.0,14.0,14.0,613.96,486.80,1163.92,1399.85,1399.85,1399.85,0.46638
