timestamp,W_totalops,W_op/s,W_pk/s,W_row/s,W_mean,W_med,W_95,W_99,W_999,W_max,W_stderr,R_totalops,R_op/s,R_pk/s,R_row/s,R_mean,R_med,R_95,R_99,R_999,R_max,R_stderr
1574895986,139201,14.0,14.0,14.0,0.58,0.39,0.61,2.88,2.88,2.88,-4.64,138318,21.0,21.0,21.0,589.65,517.47,1997.54,2157.97,2157.97,2157.97,-4.63721
1574895987,139210,9.0,9.0,9.0,0.51,0.46,0.76,0.76,0.76,0.76,-4.63,138336,18.0,18.0,18.0,518.62,488.37,926.94,1128.27,1128.27,1128.27,-4.62796
1574895988,139225,15.0,15.0,15.0,0.44,0.43,0.55,0.61,0.61,0.61,-4.64,138360,24.0,24.0,24.0,453.07,400.29,808.98,873.46,873.46,873.46,-4.64152
1574895989,139252,27.0,27.0,27.0,0.45,0.42,0.79,0.81,0.81,0.81,-4.63,138381,21.0,21.0,21.0,430.03,268.04,1110.44,1257.24,1257.24,1257.24,-4.63330
1574895990,139274,22.0,22.0,22.0,0.65,0.40,0.86,5.21,5.21,5.21,-4.63,138405,24.0,24.0,24.0,376.61,206.05,1392.51,1573.91,1573.91,1573.91,-4.62978
1574895991,139280,6.0,6.0,6.0,0.54,0.47,0.77,0.77,0.77,0.77,-4.63,138419,14.0,14.0,14.0,671.90,759.17,1180.70,1232.08,1232.08,1232.08,-4.62600
1574895992,139280,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-4.62,138439,20.0,20.0,20.0,551.11,355.21,1220.54,1278.21,1278.21,1278.21,-4.62285
1574895993,139325,45.0,45.0,45.0,0.52,0.43,0.65,3.14,3.14,3.14,-4.62,138459,20.0,20.0,20.0,266.07,96.47,875.56,1506.80,1506.80,1506.80,-4.61724
1574895994,139341,16.0,16.0,16.0,3.19,0.43,6.61,35.42,35.42,35.42,-4.62,138479,20.0,20.0,20.0,516.96,291.50,2030.04,2246.05,2246.05,2246.05,-4.61598
1574895995,139346,5.0,5.0,5.0,0.39,0.41,0.43,0.43,0.43,0.43,-4.62,138499,20.0,20.0,20.0,652.35,365.95,2766.14,3437.23,3437.23,3437.23,-4.61553
1574895996,139369,23.0,23.0,23.0,6.86,0.52,5.56,139.07,139.07,139.07,-4.61,138512,13.0,13.0,13.0,928.03,723.52,1082.13,3682.60,3682.60,3682.60,-4.61494
1574895997,139416,47.0,47.0,47.0,0.43,0.38,0.66,1.83,1.83,1.83,-4.65,138539,27.0,27.0,27.0,430.17,436.21,850.40,912.26,912.26,912.26,-4.65205
1574896004,139682,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-4.52,138727,16.0,16.0,16.0,554.67,368.31,1013.45,1106.25,1106.25,1106.25,-4.52104
1574896005,139685,3.0,3.0,3.0,0.57,0.57,0.75,0.75,0.75,0.75,-4.52,138748,21.0,21.0,21.0,472.38,482.08,780.14,1220.54,1220.54,1220.54,-4.51649
1574896006,139689,4.0,4.0,4.0,0.60,0.55,0.75,0.75,0.75,0.75,-4.52,138760,12.0,12.0,12.0,626.71,514.85,1016.07,1842.35,1842.35,1842.35,-4.51570
1574896007,139716,27.0,27.0,27.0,69.94,1.41,584.06,640.68,640.68,640.68,-4.51,138771,11.0,11.0,11.0,769.67,800.06,1314.91,1757.41,1757.41,1757.41,-4.51360
1574896008,139730,14.0,14.0,14.0,0.75,0.46,0.64,4.22,4.22,4.22,-4.51,138793,22.0,22.0,22.0,544.65,425.72,1272.97,1702.89,1702.89,1702.89,-4.51146
1574896009,139750,20.0,20.0,20.0,1.32,0.42,5.77,6.55,6.55,6.55,-4.51,138801,8.0,8.0,8.0,829.51,1040.71,1537.21,1537.21,1537.21,1537.21,-4.50929
1574896010,139772,22.0,22.0,22.0,0.50,0.44,0.54,2.02,2.02,2.02,-4.51,138824,23.0,23.0,23.0,621.85,545.78,1427.11,1589.64,1589.64,1589.64,-4.50611
1574896011,139778,6.0,6.0,6.0,0.47,0.47,0.52,0.52,0.52,0.52,-4.50,138839,15.0,15.0,15.0,671.04,575.14,1032.85,1635.78,1635.78,1635.78,-4.50474
1574896012,139791,13.0,13.0,13.0,0.47,0.48,0.58,0.68,0.68,0.68,-4.50,138852,13.0,13.0,13.0,599.31,517.21,932.71,1194.33,1194.33,1194.33,-4.49919
1574896013,139816,25.0,25.0,25.0,0.43,0.38,0.51,1.23,1.23,1.23,-4.49,138876,24.0,24.0,24.0,456.03,271.06,1154.48,1472.20,1472.20,1472.20,-4.49489
1574896014,139850,34.0,34.0,34.0,0.41,0.39,0.52,0.59,0.59,0.59,-4.48,138897,21.0,21.0,21.0,515.58,432.54,1004.01,1123.02,1123.02,1123.02,-4.47646
1574896015,139858,8.0,8.0,8.0,0.50,0.39,0.75,0.75,0.75,0.75,-4.47,138913,16.0,16.0,16.0,519.06,566.23,983.04,1219.49,1219.49,1219.49,-4.47197
1574896016,139865,7.0,7.0,7.0,0.47,0.46,0.66,0.66,0.66,0.66,-4.47,138934,21.0,21.0,21.0,452.11,323.49,1168.11,1453.33,1453.33,1453.33,-4.46944
1574896017,139885,20.0,20.0,20.0,0.44,0.42,0.53,0.55,0.55,0.55,-4.47,138953,19.0,19.0,19.0,466.26,202.77,2000.68,2267.02,2267.02,2267.02,-4.46818
1574896018,139905,20.0,20.0,20.0,0.84,0.41,1.16,7.92,7.92,7.92,-4.47,138971,18.0,18.0,18.0,633.93,412.88,1829.77,2235.56,2235.56,2235.56,-4.46693
1574896019,139923,18.0,18.0,18.0,21.75,0.74,4.48,372.24,372.24,372.24,-4.47,138981,10.0,10.0,10.0,884.12,778.04,1968.18,1968.18,1968.18,1968.18,-4.46574
1574896020,139949,26.0,26.0,26.0,0.40,0.39,0.50,0.62,0.62,0.62,-4.46,139000,19.0,19.0,19.0,633.95,663.22,1294.99,1468.01,1468.01,1468.01,-4.46182
1574896021,139949,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-4.45,139018,18.0,18.0,18.0,482.18,475.79,889.72,1106.25,1106.25,1106.25,-4.45492
1574896022,139955,6.0,6.0,6.0,0.52,0.42,0.88,0.88,0.88,0.88,-4.45,139035,17.0,17.0,17.0,688.18,533.99,1617.95,2006.97,2006.97,2006.97,-4.45399
1574896023,139978,23.0,23.0,23.0,0.44,0.43,0.51,0.57,0.57,0.57,-4.45,139053,18.0,18.0,18.0,513.55,335.54,932.71,2350.91,2350.91,2350.91,-4.45276
1574896024,140004,26.0,26.0,26.0,0.44,0.39,0.63,1.27,1.27,1.27,-4.47,139075,22.0,22.0,22.0,430.77,438.57,854.07,878.18,878.18,878.18,-4.46882
1574896026,140040,12.0,12.0,12.0,0.49,0.41,0.56,1.38,1.38,1.38,-4.47,139114,22.0,22.0,22.0,558.15,542.64,1565.52,1677.72,1677.72,1677.72,-4.46588
1574896027,140063,23.0,23.0,23.0,0.43,0.38,0.57,1.07,1.07,1.07,-4.46,139139,25.0,25.0,25.0,284.66,48.92,1017.12,1241.51,1241.51,1241.51,-4.45777
1574896028,140095,32.0,32.0,32.0,0.44,0.41,0.53,1.26,1.26,1.26,-4.46,139155,16.0,16.0,16.0,448.42,104.53,1608.52,1719.66,1719.66,1719.66,-4.45506
1574896029,140105,10.0,10.0,10.0,31.42,0.49,306.97,306.97,306.97,306.97,-4.45,139169,14.0,14.0,14.0,850.11,492.83,1605.37,1961.89,1961.89,1961.89,-4.45404
1574896030,140110,5.0,5.0,5.0,0.69,0.45,1.23,1.23,1.23,1.23,-4.45,139187,18.0,18.0,18.0,661.51,425.72,1548.75,1881.15,1881.15,1881.15,-4.45298
1574896031,140142,32.0,32.0,32.0,0.62,0.40,0.59,6.92,6.92,6.92,-4.62,139209,22.0,22.0,22.0,502.67,363.33,885.52,986.19,986.19,986.19,-4.61782
1574896032,140142,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-4.61,139224,15.0,15.0,15.0,406.49,435.16,762.31,1207.96,1207.96,1207.96,-4.61467
1574896033,140150,8.0,8.0,8.0,0.41,0.39,0.53,0.53,0.53,0.53,-4.61,139243,19.0,19.0,19.0,730.74,609.22,1294.99,1723.86,1723.86,1723.86,-4.61304
1574896034,140185,35.0,35.0,35.0,0.45,0.40,0.56,2.02,2.02,2.02,-4.59,139265,22.0,22.0,22.0,378.84,256.64,769.13,1130.36,1130.36,1130.36,-4.59406
1574896035,140192,7.0,7.0,7.0,0.41,0.43,0.54,0.54,0.54,0.54,-4.59,139280,15.0,15.0,15.0,394.39,112.72,1206.91,1398.80,1398.80,1398.80,-4.59167
1574896036,140230,38.0,38.0,38.0,0.43,0.41,0.65,0.92,0.92,0.92,-4.59,139299,19.0,19.0,19.0,517.30,206.83,2212.50,2491.42,2491.42,2491.42,-4.59002
1574896043,140315,57.0,57.0,57.0,3.94,0.51,3.17,45.15,95.42,95.42,-4.48,139417,18.0,18.0,18.0,477.61,325.06,919.60,1031.80,1031.80,1031.80,-4.47801
1574896044,140319,4.0,4.0,4.0,0.49,0.38,0.65,0.65,0.65,0.65,-4.48,139431,14.0,14.0,14.0,687.10,484.70,1409.29,1741.68,1741.68,1741.68,-4.47701
1574896045,140324,5.0,5.0,5.0,0.43,0.46,0.50,0.50,0.50,0.50,-4.48,139447,16.0,16.0,16.0,494.28,172.23,1361.05,1809.84,1809.84,1809.84,-4.47595
1574896046,140346,22.0,22.0,22.0,1.19,0.44,6.07,6.48,6.48,6.48,-4.47,139463,16.0,16.0,16.0,623.32,346.82,1780.48,2121.27,2121.27,2121.27,-4.47456
1574896047,140376,30.0,30.0,30.0,0.43,0.40,0.61,0.62,0.62,0.62,-4.47,139480,17.0,17.0,17.0,722.69,471.86,2493.51,2583.69,2583.69,2583.69,-4.47334
1574896048,140376,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-4.47,139491,11.0,11.0,11.0,743.63,429.13,1282.41,2604.66,2604.66,2604.66,-4.47306
1574896049,140380,4.0,4.0,4.0,0.43,0.43,0.46,0.46,0.46,0.46,-4.47,139515,24.0,24.0,24.0,572.41,380.37,1490.03,1938.82,1938.82,1938.82,-4.47184
1574896050,140425,45.0,45.0,45.0,0.40,0.38,0.50,0.68,0.68,0.68,-4.45,139540,25.0,25.0,25.0,335.02,232.26,1019.74,1106.25,1106.25,1106.25,-4.44501
1574896051,140462,37.0,37.0,37.0,0.42,0.37,0.68,0.97,0.97,0.97,-4.44,139559,19.0,19.0,19.0,552.84,548.41,954.20,1281.36,1281.36,1281.36,-4.43697
1574896052,140468,6.0,6.0,6.0,30.65,0.85,176.29,176.29,176.29,176.29,-4.44,139572,13.0,13.0,13.0,607.94,479.72,1282.41,1398.80,1398.80,1398.80,-4.43505
1574896053,140499,31.0,31.0,31.0,0.61,0.38,0.66,4.49,4.49,4.49,-4.43,139586,14.0,14.0,14.0,749.37,566.76,1519.39,2019.56,2019.56,2019.56,-4.43327
1574896054,140505,6.0,6.0,6.0,0.45,0.36,0.63,0.63,0.63,0.63,-4.43,139602,16.0,16.0,16.0,791.80,686.29,1566.57,1736.44,1736.44,1736.44,-4.43207
1574896055,140505,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-4.42,139619,17.0,17.0,17.0,501.18,571.47,987.23,1051.20,1051.20,1051.20,-4.41874
1574896056,140529,24.0,24.0,24.0,14.71,0.46,7.25,327.68,327.68,327.68,-4.42,139640,21.0,21.0,21.0,464.41,422.31,1362.10,1739.59,1739.59,1739.59,-4.41631
1574896057,140532,3.0,3.0,3.0,0.45,0.44,0.54,0.54,0.54,0.54,-4.41,139654,14.0,14.0,14.0,486.81,270.53,1057.49,1392.51,1392.51,1392.51,-4.41458
1574896058,140568,36.0,36.0,36.0,0.43,0.38,0.72,1.22,1.22,1.22,-4.41,139673,19.0,19.0,19.0,619.13,369.62,1978.66,2011.17,2011.17,2011.17,-4.41241
1574896059,140575,7.0,7.0,7.0,0.38,0.36,0.45,0.45,0.45,0.45,-4.41,139691,18.0,18.0,18.0,680.50,364.12,2254.44,2371.88,2371.88,2371.88,-4.41168
1574896060,140593,18.0,18.0,18.0,0.43,0.37,0.60,0.97,0.97,0.97,-4.41,139701,10.0,10.0,10.0,685.44,443.29,1360.00,1360.00,1360.00,1360.00,-4.40858
1574896061,140623,30.0,30.0,30.0,0.43,0.40,0.67,0.70,0.70,0.70,-4.41,139719,18.0,18.0,18.0,826.30,489.68,1709.18,1790.97,1790.97,1790.97,-4.40617
1574896062,140662,39.0,39.0,39.0,0.41,0.38,0.64,0.79,0.79,0.79,-4.42,139738,19.0,19.0,19.0,428.97,378.01,750.26,854.59,854.59,854.59,-4.42209
1574896067,140699,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-4.43,139811,11.0,11.0,11.0,704.44,651.17,1298.14,1478.49,1478.49,1478.49,-4.42670
1574896068,140724,25.0,25.0,25.0,0.43,0.41,0.54,0.76,0.76,0.76,-4.42,139821,10.0,10.0,10.0,972.07,1093.66,1612.71,1612.71,1612.71,1612.71,-4.42441
1574896069,140724,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-4.42,139838,17.0,17.0,17.0,579.46,279.45,1868.56,2493.51,2493.51,2493.51,-4.42395
1574896070,140738,14.0,14.0,14.0,0.48,0.41,0.66,0.85,0.85,0.85,-4.42,139856,18.0,18.0,18.0,399.99,323.75,895.48,1149.24,1149.24,1149.24,-4.41537
1574896071,140746,8.0,8.0,8.0,0.46,0.40,0.72,0.72,0.72,0.72,-4.42,139873,17.0,17.0,17.0,929.57,479.20,3225.42,3747.61,3747.61,3747.61,-4.41501
1574896072,140756,10.0,10.0,10.0,0.47,0.47,0.55,0.55,0.55,0.55,-4.41,139886,13.0,13.0,13.0,606.91,659.03,1096.81,1286.60,1286.60,1286.60,-4.41180
1574896073,140767,11.0,11.0,11.0,0.44,0.45,0.52,0.57,0.57,0.57,-4.41,139906,20.0,20.0,20.0,669.51,640.68,1232.08,1406.14,1406.14,1406.14,-4.40876
1574896074,140778,11.0,11.0,11.0,0.72,0.39,1.34,3.06,3.06,3.06,-4.40,139936,30.0,30.0,30.0,318.70,166.59,1002.96,1195.38,1195.38,1195.38,-4.40042
1574896075,140808,30.0,30.0,30.0,4.99,0.43,4.44,132.84,132.84,132.84,-4.39,139962,26.0,26.0,26.0,324.48,194.38,981.99,1227.88,1227.88,1227.88,-4.39069
1574896076,140828,20.0,20.0,20.0,0.38,0.37,0.52,0.56,0.56,0.56,-4.38,139999,37.0,37.0,37.0,353.05,246.81,1094.71,1315.96,1315.96,1315.96,-4.38358
1574896077,140834,6.0,6.0,6.0,0.46,0.41,0.74,0.74,0.74,0.74,-4.39,140020,21.0,21.0,21.0,456.21,450.89,677.90,819.99,819.99,819.99,-4.38949
1574896078,140856,22.0,22.0,22.0,0.43,0.40,0.68,0.70,0.70,0.70,-4.40,140049,29.0,29.0,29.0,273.55,215.74,672.14,732.95,732.95,732.95,-4.39705
1574896079,140867,11.0,11.0,11.0,0.51,0.45,0.74,1.01,1.01,1.01,-4.39,140072,23.0,23.0,23.0,455.38,475.27,780.66,1367.34,1367.34,1367.34,-4.39338
1574896084,141077,63.0,63.0,63.0,0.42,0.39,0.64,0.95,1.50,1.50,-4.31,140179,24.0,24.0,24.0,492.88,351.80,1243.61,1277.17,1277.17,1277.17,-4.30750
1574896085,141099,22.0,22.0,22.0,0.64,0.39,1.25,4.62,4.62,4.62,-4.32,140196,17.0,17.0,17.0,479.55,491.00,800.06,874.51,874.51,874.51,-4.31935
1574896086,141099,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-4.32,140218,22.0,22.0,22.0,543.13,481.30,1095.76,1541.41,1541.41,1541.41,-4.31779
1574896087,141108,9.0,9.0,9.0,0.48,0.46,0.63,0.63,0.63,0.63,-4.31,140233,15.0,15.0,15.0,478.58,420.74,959.45,1072.69,1072.69,1072.69,-4.30522
1574896088,141161,53.0,53.0,53.0,0.40,0.38,0.54,0.66,0.67,0.67,-4.30,140248,15.0,15.0,15.0,698.92,677.90,1370.49,1600.13,1600.13,1600.13,-4.30092
1574896089,141181,20.0,20.0,20.0,0.67,0.38,1.92,4.28,4.28,4.28,-4.30,140264,16.0,16.0,16.0,661.91,562.04,1278.21,2172.65,2172.65,2172.65,-4.29976
1574896090,141181,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-4.28,140281,17.0,17.0,17.0,547.43,496.50,995.10,1040.19,1040.19,1040.19,-4.28380
1574896091,141195,14.0,14.0,14.0,0.52,0.45,0.89,1.44,1.44,1.44,-4.28,140301,20.0,20.0,20.0,595.13,465.31,1040.71,1478.49,1478.49,1478.49,-4.28113
1574896092,141249,54.0,54.0,54.0,0.41,0.39,0.55,0.62,0.62,0.62,-4.30,140320,19.0,19.0,19.0,370.79,391.38,674.23,842.01,842.01,842.01,-4.29855
1574896093,141255,6.0,6.0,6.0,0.54,0.43,0.93,0.93,0.93,0.93,-4.30,140335,15.0,15.0,15.0,598.02,259.39,1488.98,1514.14,1514.14,1514.14,-4.29700
1574896094,141268,13.0,13.0,13.0,1.12,0.65,1.97,5.13,5.13,5.13,-4.30,140353,18.0,18.0,18.0,637.48,357.30,2001.73,2227.18,2227.18,2227.18,-4.29605
1574896095,141278,10.0,10.0,10.0,0.46,0.39,0.82,0.82,0.82,0.82,-4.29,140369,16.0,16.0,16.0,691.52,640.16,1407.19,1513.10,1513.10,1513.10,-4.29413
1574896096,141306,28.0,28.0,28.0,0.66,0.44,1.43,4.11,4.11,4.11,-4.28,140387,18.0,18.0,18.0,599.54,556.79,1040.19,1107.30,1107.30,1107.30,-4.27800
1574896097,141312,6.0,6.0,6.0,0.50,0.48,0.58,0.58,0.58,0.58,-4.30,140403,16.0,16.0,16.0,543.96,497.81,903.35,956.83,956.83,956.83,-4.29719
1574896098,141319,7.0,7.0,7.0,0.49,0.51,0.57,0.57,0.57,0.57,-4.29,140424,21.0,21.0,21.0,548.35,495.71,1012.92,1103.10,1103.10,1103.10,-4.28695
1574896104,141539,50.0,50.0,50.0,2.35,0.39,0.55,98.04,98.04,98.04,-4.43,140560,20.0,20.0,20.0,410.16,292.29,990.90,1175.45,1175.45,1175.45,-4.42901
1574896109,141648,7.0,7.0,7.0,0.44,0.38,0.60,0.60,0.60,0.60,-4.35,140651,17.0,17.0,17.0,605.96,502.79,1073.74,1435.50,1435.50,1435.50,-4.34584
1574896114,141727,41.0,41.0,41.0,3.39,0.45,1.08,114.82,114.82,114.82,-4.25,140747,17.0,17.0,17.0,420.97,436.47,1026.03,1029.18,1029.18,1029.18,-4.25339
1574896115,141730,3.0,3.0,3.0,0.43,0.41,0.50,0.50,0.50,0.50,-4.25,140774,27.0,27.0,27.0,466.91,235.67,1342.18,1443.89,1443.89,1443.89,-4.25089
1574896116,141740,10.0,10.0,10.0,9.86,0.56,83.95,83.95,83.95,83.95,-4.25,140800,26.0,26.0,26.0,395.99,314.83,979.89,1456.47,1456.47,1456.47,-4.24797
1574896117,141786,46.0,46.0,46.0,0.52,0.39,0.74,4.80,4.80,4.80,-4.26,140819,19.0,19.0,19.0,501.52,536.08,816.84,843.58,843.58,843.58,-4.26339
1574896118,141791,5.0,5.0,5.0,0.42,0.42,0.52,0.52,0.52,0.52,-4.26,140832,13.0,13.0,13.0,499.47,362.28,1071.12,1135.61,1135.61,1135.61,-4.25845
1574896119,141846,55.0,55.0,55.0,0.49,0.42,0.69,1.32,1.82,1.82,-4.25,140859,27.0,27.0,27.0,428.47,313.26,1301.28,1490.03,1490.03,1490.03,-4.25224
1574896120,141859,13.0,13.0,13.0,0.42,0.42,0.54,0.55,0.55,0.55,-4.25,140881,22.0,22.0,22.0,548.47,348.39,1304.43,3011.51,3011.51,3011.51,-4.25160
1574896121,141859,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-4.25,140893,12.0,12.0,12.0,677.04,588.25,935.85,1224.74,1224.74,1224.74,-4.24962
1574896122,141891,32.0,32.0,32.0,0.40,0.38,0.50,0.53,0.53,0.53,-4.24,140916,23.0,23.0,23.0,526.31,417.07,1133.51,1298.14,1298.14,1298.14,-4.24281
1574896123,141982,91.0,91.0,91.0,0.39,0.37,0.54,0.99,1.02,1.02,-4.43,140932,16.0,16.0,16.0,559.56,562.04,870.84,977.80,977.80,977.80,-4.42852
1574896124,142008,26.0,26.0,26.0,0.65,0.39,3.56,3.58,3.58,3.58,-4.42,140952,20.0,20.0,20.0,482.85,361.76,1142.95,1369.44,1369.44,1369.44,-4.42353
1574896125,142014,6.0,6.0,6.0,0.46,0.44,0.57,0.57,0.57,0.57,-4.42,140970,18.0,18.0,18.0,588.62,537.40,984.09,1422.92,1422.92,1422.92,-4.42125
1574896126,142062,48.0,48.0,48.0,0.53,0.43,0.73,4.11,4.11,4.11,-4.39,140992,22.0,22.0,22.0,457.96,425.46,902.30,1098.91,1098.91,1098.91,-4.39310
1574896127,142062,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-4.39,141005,13.0,13.0,13.0,573.08,504.37,1015.55,1400.90,1400.90,1400.90,-4.39182
1574896128,142069,7.0,7.0,7.0,0.47,0.48,0.51,0.51,0.51,0.51,-4.39,141022,17.0,17.0,17.0,659.93,687.87,1637.88,1777.34,1777.34,1777.34,-4.39060
1574896129,142077,8.0,8.0,8.0,10.79,0.51,81.66,81.66,81.66,81.66,-4.39,141035,13.0,13.0,13.0,409.39,217.84,1087.37,1690.30,1690.30,1690.30,-4.38940
1574896130,142102,25.0,25.0,25.0,0.49,0.43,0.69,1.10,1.10,1.10,-4.39,141064,29.0,29.0,29.0,211.97,53.15,565.71,2319.45,2319.45,2319.45,-4.38778
1574896131,142117,15.0,15.0,15.0,0.44,0.44,0.51,0.60,0.60,0.60,-4.39,141089,25.0,25.0,25.0,372.39,176.69,2441.08,2455.76,2455.76,2455.76,-4.38670
1574896132,142121,4.0,4.0,4.0,0.64,0.53,1.05,1.05,1.05,1.05,-4.39,141108,19.0,19.0,19.0,912.00,357.83,3865.05,3944.74,3944.74,3944.74,-4.38639
1574896133,142146,25.0,25.0,25.0,41.58,0.64,324.80,686.82,686.82,686.82,-4.39,141124,16.0,16.0,16.0,724.15,497.55,1477.44,3766.48,3766.48,3766.48,-4.38581
1574896134,142172,26.0,26.0,26.0,0.52,0.46,0.95,0.99,0.99,0.99,-4.38,141139,15.0,15.0,15.0,540.05,277.35,1495.27,1625.29,1625.29,1625.29,-4.38322
1574896136,142178,6.0,6.0,6.0,0.43,0.44,0.56,0.56,0.56,0.56,-4.38,141172,18.0,18.0,18.0,550.04,439.62,1267.73,1503.66,1503.66,1503.66,-4.38070
1574896137,142193,15.0,15.0,15.0,0.43,0.40,0.49,0.77,0.77,0.77,-4.38,141187,15.0,15.0,15.0,687.67,717.23,1297.09,1299.19,1299.19,1299.19,-4.37676
1574896138,142217,24.0,24.0,24.0,0.47,0.42,0.66,0.86,0.86,0.86,-4.37,141208,21.0,21.0,21.0,547.77,379.32,1397.75,1484.78,1484.78,1484.78,-4.37312
1574896139,142228,11.0,11.0,11.0,0.43,0.43,0.56,0.58,0.58,0.58,-4.37,141220,12.0,12.0,12.0,524.89,491.26,1135.61,1164.97,1164.97,1164.97,-4.36766
1574896140,142240,12.0,12.0,12.0,10.36,0.45,0.84,118.82,118.82,118.82,-4.36,141240,20.0,20.0,20.0,600.97,525.34,1380.97,1423.97,1423.97,1423.97,-4.36472
1574896141,142240,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-4.36,141254,14.0,14.0,14.0,635.57,608.17,1123.02,1210.06,1210.06,1210.06,-4.36212
1574896142,142254,14.0,14.0,14.0,4.68,0.78,26.02,30.64,30.64,30.64,-4.36,141272,18.0,18.0,18.0,654.99,555.75,1581.25,2034.24,2034.24,2034.24,-4.36091
1574896143,142293,39.0,39.0,39.0,8.39,0.51,1.36,304.09,304.09,304.09,-4.33,141288,16.0,16.0,16.0,626.97,701.50,878.18,1082.13,1082.13,1082.13,-4.33498
1574896144,142293,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-4.34,141304,16.0,16.0,16.0,532.39,526.12,915.41,915.93,915.93,915.93,-4.34232
1574896145,142322,29.0,29.0,29.0,0.43,0.41,0.67,0.74,0.74,0.74,-4.34,141326,22.0,22.0,22.0,488.49,235.01,1234.17,1517.29,1517.29,1517.29,-4.33852
1574896146,142322,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-4.34,141334,8.0,8.0,8.0,451.14,42.50,1151.34,1151.34,1151.34,1151.34,-4.33648
1574896147,142345,23.0,23.0,23.0,2.16,0.81,5.45,16.47,16.47,16.47,-4.33,141345,11.0,11.0,11.0,1051.79,1024.98,1785.72,1818.23,1818.23,1818.23,-4.33488
1574896148,142368,23.0,23.0,23.0,0.41,0.39,0.58,0.62,0.62,0.62,-4.33,141367,22.0,22.0,22.0,692.04,555.75,2068.84,2222.98,2222.98,2222.98,-4.33346
1574896149,142376,8.0,8.0,8.0,0.68,0.47,1.00,1.00,1.00,1.00,-4.33,141383,16.0,16.0,16.0,453.90,187.70,1292.89,1653.60,1653.60,1653.60,-4.33205
1574896150,142387,11.0,11.0,11.0,0.45,0.45,0.50,0.55,0.55,0.55,-4.33,141403,20.0,20.0,20.0,586.34,352.06,1803.55,2008.02,2008.02,2008.02,-4.33087
1574896151,142387,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-4.33,141419,16.0,16.0,16.0,641.49,601.36,1444.94,1643.12,1643.12,1643.12,-4.32991
1574896152,142435,48.0,48.0,48.0,0.41,0.38,0.54,0.62,0.62,0.62,-4.32,141434,15.0,15.0,15.0,604.63,592.97,906.49,1297.09,1297.09,1297.09,-4.32178
1574896153,142438,3.0,3.0,3.0,0.41,0.44,0.44,0.44,0.44,0.44,-4.32,141450,16.0,16.0,16.0,522.47,116.92,1505.76,2300.58,2300.58,2300.58,-4.32123
1574896154,142438,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-4.32,141466,16.0,16.0,16.0,629.79,447.22,1351.61,1595.93,1595.93,1595.93,-4.32020
1574896155,142438,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-4.32,141485,19.0,19.0,19.0,662.73,569.38,1254.10,1718.62,1718.62,1718.62,-4.31919
1574896156,142451,13.0,13.0,13.0,0.92,0.44,1.08,5.30,5.30,5.30,-4.32,141496,11.0,11.0,11.0,776.24,755.50,1063.78,1624.24,1624.24,1624.24,-4.31772
1574896157,142486,35.0,35.0,35.0,0.49,0.46,0.68,0.82,0.82,0.82,-4.31,141514,18.0,18.0,18.0,547.84,502.01,1123.02,1372.59,1372.59,1372.59,-4.31229
1574896158,142494,8.0,8.0,8.0,55.89,0.69,437.78,437.78,437.78,437.78,-4.31,141532,18.0,18.0,18.0,572.65,479.46,1142.95,1215.30,1215.30,1215.30,-4.30770
1574896159,142511,17.0,17.0,17.0,0.44,0.41,0.49,0.62,0.62,0.62,-4.31,141548,16.0,16.0,16.0,505.28,400.29,932.18,1709.18,1709.18,1709.18,-4.30593
1574896160,142516,5.0,5.0,5.0,0.71,0.49,1.70,1.70,1.70,1.70,-4.30,141579,31.0,31.0,31.0,340.46,151.39,1035.99,1174.41,1174.41,1174.41,-4.29810
1574896161,142540,24.0,24.0,24.0,0.54,0.51,0.75,1.13,1.13,1.13,-4.30,141606,27.0,27.0,27.0,502.33,359.40,890.24,2820.67,2820.67,2820.67,-4.29704
1574896162,142555,15.0,15.0,15.0,0.65,0.46,1.18,2.44,2.44,2.44,-4.28,141620,14.0,14.0,14.0,570.96,547.36,973.60,1067.45,1067.45,1067.45,-4.28084
