timestamp,W_totalops,W_op/s,W_pk/s,W_row/s,W_mean,W_med,W_95,W_99,W_999,W_max,W_stderr,R_totalops,R_op/s,R_pk/s,R_row/s,R_mean,R_med,R_95,R_99,R_999,R_max,R_stderr
1574893172,820,6.0,6.0,6.0,0.57,0.58,0.63,0.63,0.63,0.63,5.43,719,24.0,24.0,24.0,424.07,395.31,870.32,1196.43,1196.43,1196.43,5.43419
1574893173,833,13.0,13.0,13.0,0.45,0.44,0.54,0.60,0.60,0.60,12.62,735,16.0,16.0,16.0,549.45,427.56,1114.64,1123.02,1123.02,1123.02,12.61654
1574893174,850,17.0,17.0,17.0,1.02,0.51,0.69,9.06,9.06,9.06,93.24,753,18.0,18.0,18.0,593.35,617.61,1126.17,1224.74,1224.74,1224.74,93.23927
1574893175,866,16.0,16.0,16.0,0.67,0.53,0.77,2.50,2.50,2.50,-4.49,777,24.0,24.0,24.0,488.74,448.27,978.85,1073.22,1073.22,1073.22,-4.48730
1574893176,866,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-5.83,797,20.0,20.0,20.0,506.87,452.20,816.84,832.57,832.57,832.57,-5.82839
1574893177,888,22.0,22.0,22.0,0.64,0.52,1.31,2.37,2.37,2.37,82.15,821,24.0,24.0,24.0,339.50,255.33,889.19,893.39,893.39,893.39,82.14923
1574893178,911,23.0,23.0,23.0,0.57,0.52,0.80,0.85,0.85,0.85,-27.76,834,13.0,13.0,13.0,578.98,411.04,1139.80,1312.82,1312.82,1312.82,-27.75880
1574893179,956,45.0,45.0,45.0,0.53,0.49,0.88,1.33,1.33,1.33,-14.32,862,28.0,28.0,28.0,486.00,301.73,1678.77,1903.17,1903.17,1903.17,-14.32080
1574893180,962,6.0,6.0,6.0,1.02,0.50,3.49,3.49,3.49,3.49,-10.27,897,35.0,35.0,35.0,253.53,142.34,749.21,1623.20,1623.20,1623.20,-10.27462
1574893181,992,30.0,30.0,30.0,0.54,0.50,0.83,0.93,0.93,0.93,-3.09,935,38.0,38.0,38.0,283.23,184.03,726.66,1120.93,1120.93,1120.93,-3.08577
1574893182,1010,18.0,18.0,18.0,0.49,0.47,0.62,0.62,0.62,0.62,-2.38,960,25.0,25.0,25.0,378.38,339.21,942.67,1178.60,1178.60,1178.60,-2.37803
1574893183,1017,7.0,7.0,7.0,0.48,0.49,0.58,0.58,0.58,0.58,-2.02,981,21.0,21.0,21.0,511.84,584.06,1047.53,1148.19,1148.19,1148.19,-2.01564
1574893184,1063,46.0,46.0,46.0,16.96,0.47,2.64,446.96,446.96,446.96,-1.77,1002,21.0,21.0,21.0,336.53,224.00,871.37,1385.17,1385.17,1385.17,-1.76805
1574893185,1069,6.0,6.0,6.0,0.52,0.48,0.73,0.73,0.73,0.73,-1.66,1028,26.0,26.0,26.0,475.94,337.64,1339.03,1343.23,1343.23,1343.23,-1.65810
1574893186,1144,75.0,75.0,75.0,0.56,0.46,0.75,2.51,4.71,4.71,1.37,1058,30.0,30.0,30.0,313.07,250.87,877.13,984.09,984.09,984.09,1.37328
1574893189,1248,28.0,28.0,28.0,1.13,0.50,1.79,15.41,15.41,15.41,1.38,1180,42.0,42.0,42.0,262.54,178.78,667.94,815.79,815.79,815.79,1.37934
1574893190,1275,27.0,27.0,27.0,0.54,0.51,0.75,1.01,1.01,1.01,1.53,1212,32.0,32.0,32.0,259.61,163.97,683.15,1123.02,1123.02,1123.02,1.52757
1574893191,1292,17.0,17.0,17.0,0.89,0.62,1.63,3.40,3.40,3.40,1.56,1234,22.0,22.0,22.0,505.02,358.09,983.56,1428.16,1428.16,1428.16,1.55878
1574893192,1297,5.0,5.0,5.0,0.48,0.45,0.60,0.60,0.60,0.60,1.47,1254,20.0,20.0,20.0,473.45,471.33,830.47,903.87,903.87,903.87,1.47456
1574893193,1300,3.0,3.0,3.0,93.07,7.50,271.32,271.32,271.32,271.32,1.70,1270,16.0,16.0,16.0,475.03,320.08,969.41,1030.75,1030.75,1030.75,1.70132
1574893194,1313,13.0,13.0,13.0,1.11,0.53,3.43,4.94,4.94,4.94,1.73,1288,18.0,18.0,18.0,562.81,368.57,1216.35,1451.23,1451.23,1451.23,1.73016
1574893195,1335,22.0,22.0,22.0,0.52,0.46,0.84,0.95,0.95,0.95,1.76,1308,20.0,20.0,20.0,536.42,379.06,1173.36,1655.70,1655.70,1655.70,1.75793
1574893196,1335,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,1.76,1322,14.0,14.0,14.0,597.36,209.06,1605.37,2250.24,2250.24,2250.24,1.76293
1574893197,1357,22.0,22.0,22.0,0.51,0.46,0.69,0.97,0.97,0.97,1.78,1339,17.0,17.0,17.0,704.82,555.75,1948.25,2382.36,2382.36,2382.36,1.77553
1574893198,1364,7.0,7.0,7.0,0.46,0.46,0.52,0.52,0.52,0.52,2.33,1365,26.0,26.0,26.0,304.15,167.38,972.55,1035.99,1035.99,1035.99,2.32560
1574893199,1387,23.0,23.0,23.0,0.47,0.42,0.69,1.10,1.10,1.10,2.35,1388,23.0,23.0,23.0,548.23,368.57,2485.13,2539.65,2539.65,2539.65,2.34851
1574893200,1422,35.0,35.0,35.0,0.45,0.42,0.59,0.69,0.69,0.69,2.40,1417,29.0,29.0,29.0,344.39,190.84,864.03,1913.65,1913.65,1913.65,2.40403
1574893201,1422,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,2.43,1434,17.0,17.0,17.0,494.41,514.85,844.10,1591.74,1591.74,1591.74,2.42756
1574893204,1478,17.0,17.0,17.0,0.47,0.47,0.60,0.66,0.66,0.66,2.59,1487,15.0,15.0,15.0,577.03,584.06,1176.50,1492.12,1492.12,1492.12,2.58760
1574893205,1496,18.0,18.0,18.0,0.70,0.45,0.83,4.37,4.37,4.37,2.67,1499,12.0,12.0,12.0,737.23,769.13,1249.90,1365.25,1365.25,1365.25,2.66705
1574893206,1496,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,2.69,1515,16.0,16.0,16.0,792.60,499.12,1671.43,1719.66,1719.66,1719.66,2.68939
1574893207,1505,9.0,9.0,9.0,45.61,0.56,406.32,406.32,406.32,406.32,2.74,1531,16.0,16.0,16.0,584.84,543.69,1172.31,1540.36,1540.36,1540.36,2.73708
1574893208,1507,2.0,2.0,2.0,0.53,0.48,0.57,0.57,0.57,0.57,2.77,1550,19.0,19.0,19.0,491.22,203.03,1334.84,1744.83,1744.83,1744.83,2.76697
1574893209,1518,11.0,11.0,11.0,0.57,0.52,0.82,1.00,1.00,1.00,2.80,1567,17.0,17.0,17.0,652.11,276.56,1724.91,1868.56,1868.56,1868.56,2.80195
1574893210,1534,16.0,16.0,16.0,0.85,0.48,0.81,5.87,5.87,5.87,2.97,1595,28.0,28.0,28.0,322.26,234.62,1055.39,1306.53,1306.53,1306.53,2.96937
1574893211,1570,36.0,36.0,36.0,10.03,0.46,5.46,192.81,192.81,192.81,3.07,1619,24.0,24.0,24.0,387.32,229.38,1405.09,1795.16,1795.16,1795.16,3.06547
1574893212,1583,13.0,13.0,13.0,0.47,0.47,0.55,0.55,0.55,0.55,3.11,1649,30.0,30.0,30.0,281.71,126.09,889.72,2176.84,2176.84,2176.84,3.11423
1574893213,1586,3.0,3.0,3.0,0.55,0.54,0.58,0.58,0.58,0.58,3.14,1670,21.0,21.0,21.0,609.33,431.75,1250.95,2533.36,2533.36,2533.36,3.13560
1574893214,1596,10.0,10.0,10.0,0.76,0.44,3.27,3.27,3.27,3.27,3.22,1688,18.0,18.0,18.0,454.30,315.10,1090.52,1494.22,1494.22,1494.22,3.21545
1574893215,1614,18.0,18.0,18.0,0.49,0.45,0.62,0.66,0.66,0.66,3.26,1710,22.0,22.0,22.0,499.10,336.33,1681.92,2464.15,2464.15,2464.15,3.25540
1574893216,1671,57.0,57.0,57.0,0.49,0.43,0.70,0.84,0.98,0.98,3.41,1744,34.0,34.0,34.0,327.45,79.17,1159.73,1897.92,1897.92,1897.92,3.41287
1574893217,1674,3.0,3.0,3.0,0.52,0.49,0.59,0.59,0.59,0.59,3.54,1764,20.0,20.0,20.0,375.14,81.92,1105.20,1304.43,1304.43,1304.43,3.54043
1574893218,1698,24.0,24.0,24.0,0.49,0.47,0.75,0.75,0.75,0.75,3.67,1776,12.0,12.0,12.0,642.43,401.34,1355.81,1503.66,1503.66,1503.66,3.67016
1574893219,1698,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,3.69,1789,13.0,13.0,13.0,937.59,892.86,1788.87,2061.50,2061.50,2061.50,3.69334
1574893220,1715,17.0,17.0,17.0,0.49,0.49,0.59,0.69,0.69,0.69,3.74,1811,22.0,22.0,22.0,497.39,325.58,1290.80,2596.27,2596.27,2596.27,3.74045
1574893221,1758,43.0,43.0,43.0,14.84,0.51,130.88,240.91,240.91,240.91,3.84,1832,21.0,21.0,21.0,574.86,534.51,1116.73,2283.80,2283.80,2283.80,3.84041
1574893222,1764,6.0,6.0,6.0,0.73,0.49,1.85,1.85,1.85,1.85,3.93,1844,12.0,12.0,12.0,516.55,407.11,833.09,1417.67,1417.67,1417.67,3.93122
1574893223,1769,5.0,5.0,5.0,0.51,0.51,0.60,0.60,0.60,0.60,4.09,1865,21.0,21.0,21.0,585.24,417.07,1336.93,1372.59,1372.59,1372.59,4.08776
1574893224,1769,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,4.34,1884,19.0,19.0,19.0,561.70,532.41,1130.36,1190.13,1190.13,1190.13,4.33501
1574893225,1802,33.0,33.0,33.0,0.59,0.50,0.81,2.30,2.30,2.30,5.00,1904,20.0,20.0,20.0,448.89,254.02,927.47,1242.56,1242.56,1242.56,4.99655
1574893226,1807,5.0,5.0,5.0,0.51,0.54,0.58,0.58,0.58,0.58,5.12,1920,16.0,16.0,16.0,696.65,671.09,1342.18,1604.32,1604.32,1604.32,5.12044
1574893227,1818,11.0,11.0,11.0,0.48,0.45,0.61,0.74,0.74,0.74,2.38,1936,16.0,16.0,16.0,519.93,561.51,897.58,984.09,984.09,984.09,2.37936
1574893228,1864,46.0,46.0,46.0,0.53,0.41,0.56,4.61,4.61,4.61,2.42,1956,20.0,20.0,20.0,576.76,351.27,1565.52,2174.75,2174.75,2174.75,2.42346
1574893229,1864,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,2.46,1978,22.0,22.0,22.0,458.95,368.84,920.65,1487.93,1487.93,1487.93,2.46004
1574893230,1891,27.0,27.0,27.0,0.53,0.47,0.94,1.12,1.12,1.12,2.13,1996,18.0,18.0,18.0,438.08,411.04,830.47,903.87,903.87,903.87,2.13151
1574893231,1911,20.0,20.0,20.0,0.48,0.47,0.63,0.68,0.68,0.68,2.19,2017,21.0,21.0,21.0,591.18,625.48,1368.39,1471.15,1471.15,1471.15,2.18670
1574893238,2042,31.0,31.0,31.0,0.43,0.43,0.49,0.59,0.59,0.59,2.81,2159,38.0,38.0,38.0,294.37,153.35,897.58,1300.23,1300.23,1300.23,2.80770
1574893239,2064,22.0,22.0,22.0,0.52,0.48,0.79,1.03,1.03,1.03,103.43,2205,46.0,46.0,46.0,188.28,108.13,939.52,1026.56,1026.56,1026.56,103.43081
1574893240,2096,32.0,32.0,32.0,0.44,0.42,0.61,0.67,0.67,0.67,310.41,2235,30.0,30.0,30.0,434.26,256.11,1885.34,2227.18,2227.18,2227.18,310.41021
1574893241,2123,27.0,27.0,27.0,0.54,0.52,0.66,1.61,1.61,1.61,-95.14,2256,21.0,21.0,21.0,419.68,417.07,769.65,1445.99,1445.99,1445.99,-95.14417
1574893242,2160,37.0,37.0,37.0,0.46,0.43,0.65,0.90,0.90,0.90,1.81,2281,25.0,25.0,25.0,385.09,303.56,966.79,988.28,988.28,988.28,1.81287
1574893243,2170,10.0,10.0,10.0,0.54,0.46,1.20,1.20,1.20,1.20,1.85,2295,14.0,14.0,14.0,411.11,225.44,1147.14,1245.71,1245.71,1245.71,1.84773
1574893244,2200,30.0,30.0,30.0,0.76,0.51,2.28,4.83,4.83,4.83,1.87,2311,16.0,16.0,16.0,786.10,518.00,1721.76,1725.96,1725.96,1725.96,1.87105
1574893245,2205,5.0,5.0,5.0,0.54,0.49,0.85,0.85,0.85,0.85,1.88,2325,14.0,14.0,14.0,653.58,630.19,1196.43,1763.70,1763.70,1763.70,1.88037
1574893246,2205,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,1.89,2337,12.0,12.0,12.0,705.17,323.22,1711.28,1711.28,1711.28,1711.28,1.88675
1574893247,2224,19.0,19.0,19.0,27.90,0.63,27.90,480.25,480.25,480.25,1.90,2352,15.0,15.0,15.0,616.98,317.72,1512.05,1742.73,1742.73,1742.73,1.90425
1574893248,2229,5.0,5.0,5.0,29.23,1.29,137.49,137.49,137.49,137.49,1.91,2366,14.0,14.0,14.0,968.27,698.35,1770.00,2858.42,2858.42,2858.42,1.90822
1574893249,2290,61.0,61.0,61.0,0.48,0.44,0.71,0.80,0.92,0.92,2.01,2377,11.0,11.0,11.0,562.10,532.15,1240.47,1288.70,1288.70,1288.70,2.01042
1574893250,2303,13.0,13.0,13.0,0.49,0.46,0.60,0.65,0.65,0.65,2.02,2389,12.0,12.0,12.0,592.82,137.76,1997.54,2256.54,2256.54,2256.54,2.01900
1574893251,2323,20.0,20.0,20.0,0.49,0.45,0.65,0.83,0.83,0.83,2.03,2403,14.0,14.0,14.0,1017.67,844.63,2600.47,2755.66,2755.66,2755.66,2.02743
1574893252,2343,20.0,20.0,20.0,0.77,0.45,3.28,3.45,3.45,3.45,2.03,2420,17.0,17.0,17.0,715.55,314.31,2652.90,3315.60,3315.60,3315.60,2.03444
1574893253,2354,11.0,11.0,11.0,0.51,0.51,0.58,0.63,0.63,0.63,2.05,2432,12.0,12.0,12.0,742.46,711.98,1197.47,1751.12,1751.12,1751.12,2.04800
1574893254,2401,47.0,47.0,47.0,0.59,0.43,0.88,4.25,4.25,4.25,2.12,2453,21.0,21.0,21.0,422.47,220.46,1394.61,1419.77,1419.77,1419.77,2.12298
1574893255,2407,6.0,6.0,6.0,0.62,0.56,0.82,0.82,0.82,0.82,2.14,2473,20.0,20.0,20.0,629.43,574.62,1488.98,1976.57,1976.57,1976.57,2.13580
1574893256,2411,4.0,4.0,4.0,0.43,0.41,0.49,0.49,0.49,0.49,2.22,2493,20.0,20.0,20.0,465.35,316.41,1115.68,1151.34,1151.34,1151.34,2.21563
1574893257,2442,31.0,31.0,31.0,0.49,0.44,0.59,0.90,0.90,0.90,2.29,2507,14.0,14.0,14.0,585.24,340.26,1244.66,1311.77,1311.77,1311.77,2.29360
1574893258,2457,15.0,15.0,15.0,0.45,0.42,0.56,0.58,0.58,0.58,2.33,2527,20.0,20.0,20.0,391.87,224.92,866.12,1530.92,1530.92,1530.92,2.33099
1574893259,2477,20.0,20.0,20.0,0.48,0.41,0.73,0.78,0.78,0.78,2.35,2558,31.0,31.0,31.0,457.32,367.53,1972.37,2302.67,2302.67,2302.67,2.35377
1574893260,2495,18.0,18.0,18.0,4.89,0.47,0.91,79.36,79.36,79.36,2.37,2587,29.0,29.0,29.0,410.05,249.17,754.45,3468.69,3468.69,3468.69,2.36501
1574893261,2508,13.0,13.0,13.0,0.52,0.52,0.74,0.78,0.78,0.78,2.56,2617,30.0,30.0,30.0,286.61,205.13,700.97,1141.90,1141.90,1141.90,2.56050
1574893262,2557,49.0,49.0,49.0,0.60,0.43,0.90,3.99,3.99,3.99,4.90,2643,26.0,26.0,26.0,355.12,236.98,1032.85,1043.33,1043.33,1043.33,4.89714
1574893263,2600,43.0,43.0,43.0,2.79,0.47,0.88,98.37,98.37,98.37,5.54,2665,22.0,22.0,22.0,430.19,318.50,1134.56,1287.65,1287.65,1287.65,5.53501
1574893264,2606,6.0,6.0,6.0,0.46,0.43,0.57,0.57,0.57,0.57,5.62,2691,26.0,26.0,26.0,383.69,287.83,1029.18,2162.16,2162.16,2162.16,5.62408
1574893265,2628,22.0,22.0,22.0,0.61,0.49,0.93,1.98,1.98,1.98,5.73,2711,20.0,20.0,20.0,593.20,489.16,1334.84,2353.00,2353.00,2353.00,5.72800
1574893270,2707,3.0,3.0,3.0,114.26,1.46,340.79,340.79,340.79,340.79,4.08,2814,14.0,14.0,14.0,633.57,559.94,902.30,2187.33,2187.33,2187.33,4.08178
1574893271,2754,47.0,47.0,47.0,0.47,0.46,0.72,0.75,0.75,0.75,4.82,2835,21.0,21.0,21.0,526.62,452.72,1147.14,1189.09,1189.09,1189.09,4.81762
1574893272,2776,22.0,22.0,22.0,0.79,0.50,1.35,4.79,4.79,4.79,5.17,2858,23.0,23.0,23.0,429.97,293.86,1042.81,1329.59,1329.59,1329.59,5.17032
1574893273,2826,50.0,50.0,50.0,0.45,0.38,0.64,2.36,2.36,2.36,5.63,2879,21.0,21.0,21.0,510.76,514.33,1037.04,1469.05,1469.05,1469.05,5.62697
1574893274,2846,20.0,20.0,20.0,0.40,0.35,0.64,0.72,0.72,0.72,5.17,2891,12.0,12.0,12.0,179.21,84.54,496.24,789.58,789.58,789.58,5.16965
1574893275,2848,2.0,2.0,2.0,0.45,0.43,0.47,0.47,0.47,0.47,5.21,2901,10.0,10.0,10.0,675.88,209.98,1844.45,1844.45,1844.45,1844.45,5.20928
1574893276,2859,11.0,11.0,11.0,4.82,0.65,7.05,37.52,37.52,37.52,5.25,2918,17.0,17.0,17.0,1314.95,867.70,2917.14,3091.20,3091.20,3091.20,5.24718
1574893277,2908,49.0,49.0,49.0,0.64,0.54,1.61,2.12,2.12,2.12,7.12,2936,18.0,18.0,18.0,516.69,536.61,1012.92,1138.75,1138.75,1138.75,7.12154
1574893278,2908,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,8.25,2952,16.0,16.0,16.0,445.12,407.37,743.96,1086.32,1086.32,1086.32,8.24833
1574893279,2925,17.0,17.0,17.0,0.47,0.43,0.80,0.82,0.82,0.82,8.79,2977,25.0,25.0,25.0,383.00,258.21,1423.97,1578.11,1578.11,1578.11,8.79316
1574893280,2937,12.0,12.0,12.0,0.46,0.41,0.63,0.72,0.72,0.72,9.28,3002,25.0,25.0,25.0,398.48,216.14,1447.03,1636.83,1636.83,1636.83,9.28347
1574893281,3010,73.0,73.0,73.0,4.80,0.43,1.88,139.72,164.36,164.36,12.38,3070,68.0,68.0,68.0,205.65,66.95,1051.72,1426.06,1541.41,1541.41,12.37998
1574893282,3082,72.0,72.0,72.0,0.73,0.47,1.92,4.74,6.14,6.14,8.73,3154,84.0,84.0,84.0,109.83,89.39,317.46,412.61,524.29,524.29,8.72703
1574893283,3181,99.0,99.0,99.0,1.02,0.40,0.60,0.86,59.64,59.64,6.07,3251,97.0,97.0,97.0,116.55,72.35,430.70,485.23,598.74,598.74,6.06748
1574893284,3319,138.0,138.0,138.0,0.43,0.40,0.61,0.76,1.13,1.13,4.74,3363,112.0,112.0,112.0,83.92,48.04,258.47,379.58,443.29,443.29,4.74150
1574893285,3424,105.0,105.0,105.0,0.57,0.40,0.93,4.63,6.21,6.21,3.68,3480,117.0,117.0,117.0,88.63,47.78,279.18,357.30,629.15,629.15,3.67543
1574893286,3544,120.0,120.0,120.0,0.59,0.41,0.91,3.45,10.35,10.35,3.14,3592,112.0,112.0,112.0,85.26,49.02,298.32,363.86,492.57,492.57,3.13710
1574893287,3655,111.0,111.0,111.0,0.47,0.40,0.55,2.70,4.94,4.94,2.76,3714,122.0,122.0,122.0,83.98,49.81,264.37,421.27,450.89,450.89,2.76210
1574893288,3770,115.0,115.0,115.0,0.50,0.44,0.71,1.77,2.14,2.14,2.46,3821,107.0,107.0,107.0,91.02,62.78,241.04,481.03,487.85,487.85,2.46200
1574893289,3879,109.0,109.0,109.0,0.44,0.41,0.64,0.74,0.76,0.76,2.26,3934,113.0,113.0,113.0,89.11,63.37,294.13,369.62,389.55,389.55,2.25631
1574893290,4043,164.0,164.0,164.0,2.05,0.41,0.74,11.03,144.31,144.31,2.05,4059,125.0,125.0,125.0,70.20,38.96,231.60,343.15,358.09,358.09,2.04547
1574893291,4184,141.0,141.0,141.0,0.44,0.38,0.66,2.09,3.22,3.22,1.85,4185,126.0,126.0,126.0,86.16,51.94,298.84,431.23,482.34,482.34,1.84832
1574893292,4279,95.0,95.0,95.0,0.47,0.41,0.81,0.99,3.25,3.25,1.67,4275,90.0,90.0,90.0,106.70,50.92,347.60,644.87,684.20,684.20,1.66669
1574893293,4438,159.0,159.0,159.0,0.48,0.39,0.72,2.82,4.27,4.27,1.10,4387,112.0,112.0,112.0,92.56,43.38,338.95,472.91,923.27,923.27,1.10489
1574893294,4575,137.0,137.0,137.0,0.39,0.38,0.49,0.65,0.76,0.76,1.06,4497,110.0,110.0,110.0,77.88,49.18,231.60,349.44,366.74,366.74,1.06144
1574893295,4763,188.0,188.0,188.0,0.42,0.39,0.61,0.83,1.43,1.43,0.86,4626,129.0,129.0,129.0,84.56,41.22,288.36,473.43,876.61,876.61,0.86488
1574893296,4937,174.0,174.0,174.0,0.45,0.37,0.62,1.10,4.02,4.02,0.83,4764,138.0,138.0,138.0,71.48,41.81,233.18,401.60,401.60,401.60,0.83061
1574893297,5091,154.0,154.0,154.0,0.44,0.38,0.70,0.85,4.17,4.17,0.80,4876,112.0,112.0,112.0,91.42,61.90,241.83,410.52,479.99,479.99,0.79954
1574893298,5214,123.0,123.0,123.0,0.41,0.38,0.60,1.00,1.43,1.43,0.78,5004,128.0,128.0,128.0,76.74,44.76,231.47,369.89,411.83,411.83,0.77526
1574893299,5298,84.0,84.0,84.0,0.46,0.39,0.71,0.81,3.00,3.00,0.76,5113,109.0,109.0,109.0,92.20,78.38,247.20,298.32,314.57,314.57,0.75992
1574893300,5381,83.0,83.0,83.0,0.43,0.40,0.59,0.79,0.98,0.98,0.92,5218,105.0,105.0,105.0,92.86,52.00,283.90,474.48,1085.28,1085.28,0.92086
1574893301,5491,110.0,110.0,110.0,0.41,0.39,0.55,0.74,0.84,0.84,0.89,5330,112.0,112.0,112.0,90.93,58.75,263.45,405.01,524.55,524.55,0.88668
1574893302,5657,166.0,166.0,166.0,0.48,0.39,0.69,2.73,4.43,4.43,0.85,5459,129.0,129.0,129.0,69.88,59.67,170.66,284.69,427.56,427.56,0.85190
1574893303,5815,158.0,158.0,158.0,3.27,0.43,4.89,74.91,166.59,166.59,0.80,5573,114.0,114.0,114.0,84.57,57.18,275.51,445.91,663.22,663.22,0.80342
