timestamp,098bf8ea1c5269231226736e9b16a635ca5d74bb,21289bad85773854de1abf2842e30613ec0458ec,2508bc72784db0cccfe2abaf21a2901348296118,3d59e284a2e85aed2ed60d4b3b94e3f28be56e9a,418cfc39112c46643489edbf49e4b72d3b9732fa,54ba643ef1116d7de67d918e35e22f494408dab7,6b8b348220e0880d2d4bb373cd58ac920cc08fa0,77fc3393c6c6e0a2487422886363667aee953244,7ce37b95947d27775788beaa9899ea94c888434c,830ca47eee5b372f4c0f1810ac25d7b4c687fbbf,87d2bad4e28fc42e03ceae8dc6e5675821d5aadd,9f265a994fb7af4353ae51805809499476e59ca6,c2883151d57d31a0bc12e0752fb5e8dc92a9c319,c8e285be7dac4c97654ab58d67840adbc9c69400,dd63669428e95c07519e072b058e775c54c5a688
1572495087,43,1.0000334153289796,152,9.083799999999999e-05,36,36,43,149,40,37,44,39,148,39,147
1572495088,43,1.0000334153289796,152,0.00011692899999999999,36,36,43,149,40,37,44,39,148,39,147
1572495089,43,1.0000334153289796,152,0.000106441,36,36,43,149,40,37,44,39,148,39,147
1572495090,43,1.0000334153289796,152,0.000116892,36,36,43,149,40,37,44,39,148,39,147
1572495091,43,1.0000334153289796,152,0.000280727,36,36,43,149,40,37,44,39,148,39,147
1572495092,43,1.0000334153289796,152,0.000105635,36,36,43,149,40,37,44,39,148,39,147
1572495093,43,1.0000334153289796,152,0.000111863,36,36,43,149,40,37,44,39,148,39,147
1572495094,43,1.0000334153289796,152,0.002179561,36,36,43,149,40,37,44,39,148,39,147
1572495095,43,1.0000334153289796,152,9.0905e-05,36,36,43,149,40,37,44,39,148,39,147
1572495096,43,1.0000334153289796,152,0.00011590899999999999,36,36,43,149,40,37,44,39,148,39,147
1572495097,43,1.0000334153289796,152,0.000101895,36,36,43,149,40,37,44,39,148,39,147
1572495098,43,1.0000334153289796,152,0.000103279,36,36,43,149,40,37,44,39,148,39,147
1572495099,43,1.0000334153289796,152,0.000107862,36,36,43,149,40,37,44,39,148,39,147
1572495100,43,1.0000334153289796,152,0.00011764200000000001,36,36,43,149,40,37,44,39,148,39,147
1572495101,43,1.0000334153289796,152,9.067799999999999e-05,36,36,43,149,40,37,44,39,148,39,147
1572495102,43,1.0000334153289796,152,0.000105344,36,36,43,149,40,37,44,39,148,39,147
1572495103,43,1.0000334153289796,152,0.000105772,36,36,43,149,40,37,44,39,148,39,147
1572495104,43,1.0000334153289796,152,0.00011910299999999999,36,36,43,149,40,37,44,39,148,39,147
1572495105,43,1.0000334153289796,152,0.00010685299999999999,36,36,43,149,40,37,44,39,148,39,147
1572495106,43,1.0000334153289796,152,0.00010087799999999999,36,36,43,149,40,37,44,39,148,39,147
1572495107,43,1.0000334153289796,152,0.000113154,36,36,43,149,40,37,44,39,148,39,147
1572495108,43,1.0000334153289796,152,0.000102896,36,36,43,149,40,37,44,39,148,39,147
1572495109,43,1.0000334153289796,152,0.0015741239999999999,36,36,43,149,40,37,44,39,148,39,147
1572495110,43,1.0000334153289796,152,0.000110245,36,36,43,149,40,37,44,39,148,39,147
1572495111,43,1.0000334153289796,152,0.000104563,36,36,43,149,40,37,44,39,148,39,147
1572495112,43,1.0000334153289796,152,0.000256694,36,36,43,149,40,37,44,39,148,39,147
1572495113,43,1.0000334153289796,152,0.001461945,36,36,43,149,40,37,44,39,148,39,147
1572495114,43,1.0000334153289796,152,9.788100000000001e-05,36,36,43,149,40,37,44,39,148,39,147
1572495115,43,1.0000334153289796,152,0.000116966,36,36,43,149,40,37,44,39,148,39,147
1572495116,43,1.0000334153289796,152,0.000112306,36,36,43,149,40,37,44,39,148,39,147
1572495117,43,1.0000334153289796,152,0.00012752100000000001,36,36,43,149,40,37,44,39,148,39,147
1572495118,43,1.0000334153289796,152,0.000125561,36,36,43,149,40,37,44,39,148,39,147
1572495119,43,1.0000334153289796,152,9.4593e-05,36,36,43,149,40,37,44,39,148,39,147
1572495120,43,1.0000334153289796,152,0.000142275,36,36,43,149,40,37,44,39,148,39,147
1572495121,43,1.0000334153289796,152,9.005200000000001e-05,36,36,43,149,40,37,44,39,148,39,147
1572495122,43,1.0000334153289796,152,0.000115764,36,36,43,149,40,37,44,39,148,39,147
1572495123,43,1.0000334153289796,152,9.357e-05,36,36,43,149,40,37,44,39,148,39,147
1572495124,43,1.0000334153289796,152,0.00010066,36,36,43,149,40,37,44,39,148,39,147
1572495125,43,1.0000334153289796,152,0.00010764,36,36,43,149,40,37,44,39,148,39,147
1572495126,43,1.0000334153289796,152,0.000120876,36,36,43,149,40,37,44,39,148,39,147
1572495127,43,1.0000334153289796,152,0.000132399,36,36,43,149,40,37,44,39,148,39,147
1572495128,43,1.0000334153289796,152,0.000116469,36,36,43,149,40,37,44,39,148,39,147
1572495129,43,1.0000334153289796,152,0.000102281,36,36,43,149,40,37,44,39,148,39,147
1572495130,43,1.0000334153289796,152,0.000114795,36,36,43,149,40,37,44,39,148,39,147
1572495131,43,1.0000334153289796,152,0.000101377,36,36,43,149,40,37,44,39,148,39,147
1572495132,43,1.0000334153289796,152,0.000104309,36,36,43,149,40,37,44,39,148,39,147
1572495133,43,1.0000334153289796,152,0.00014359,36,36,43,149,40,37,44,39,148,39,147
1572495134,43,1.0000334153289796,152,9.913299999999999e-05,36,36,43,149,40,37,44,39,148,39,147
1572495135,43,1.0000334153289796,152,0.000114456,36,36,43,149,40,37,44,39,148,39,147
1572495136,43,1.0000334153289796,152,8.743299999999999e-05,36,36,43,149,40,37,44,39,148,39,147
1572495137,43,1.0000334153289796,152,0.000134387,36,36,43,149,40,37,44,39,148,39,147
1572495138,43,1.0000334153289796,152,0.00012659,36,36,43,149,40,37,44,39,148,39,147
1572495139,43,1.0000334153289796,152,0.00011248100000000001,36,36,43,149,40,37,44,39,148,39,147
1572495140,43,1.0000334153289796,152,0.000134961,36,36,43,149,40,37,44,39,148,39,147
1572495141,43,1.0000334153289796,152,0.00011239799999999999,36,36,43,149,40,37,44,39,148,39,147
1572495142,43,1.0000334153289796,152,0.000134974,36,36,43,149,40,37,44,39,148,39,147
1572495143,43,1.0000334153289796,152,0.000118585,36,36,43,149,40,37,44,39,148,39,147
1572495144,43,1.0000334153289796,152,0.00250315,36,36,43,149,40,37,44,39,148,39,147
1572495145,43,1.0000334153289796,152,0.00014207,36,36,43,149,40,37,44,39,148,39,147
1572495146,43,1.0000334153289796,152,0.000123461,36,36,43,149,40,37,44,39,148,39,147
1572495147,43,1.0000334153289796,152,0.00010755799999999999,36,36,43,149,40,37,44,39,148,39,147
1572495148,43,1.0000334153289796,152,9.703700000000001e-05,36,36,43,149,40,37,44,39,148,39,147
1572495149,43,1.0000334153289796,152,0.000146074,36,36,43,149,40,37,44,39,148,39,147
1572495150,43,1.0000334153289796,152,0.000136507,36,36,43,149,40,37,44,39,148,39,147
1572495151,43,1.0000334153289796,152,0.000129291,36,36,43,149,40,37,44,39,148,39,147
1572495152,43,1.0000334153289796,152,0.00011497,36,36,43,149,40,37,44,39,148,39,147
1572495153,43,1.0000334153289796,152,0.000125147,36,36,43,149,40,37,44,39,148,39,147
1572495154,43,1.0000334153289796,152,9.399e-05,36,36,43,149,40,37,44,39,148,39,147
1572495155,43,1.0000334153289796,152,0.0008430789999999999,36,36,43,149,40,37,44,39,148,39,147
1572495156,43,1.0000334153289796,152,0.000121465,36,36,43,149,40,37,44,39,148,39,147
1572495157,43,1.0000334153289796,152,0.000137486,36,36,43,149,40,37,44,39,148,39,147
1572495158,43,1.0000334153289796,152,0.000127692,36,36,43,149,40,37,44,39,148,39,147
1572495159,43,1.0000334153289796,152,0.000143816,36,36,43,149,40,37,44,39,148,39,147
1572495160,43,1.0000334153289796,152,0.000124485,36,36,43,150,40,37,44,39,148,39,147
1572495161,43,1.0000334153289796,152,0.000124204,36,36,43,149,40,37,44,39,148,39,147
1572495162,43,1.0000334153289796,152,0.000130806,36,36,43,149,40,37,44,39,148,39,147
1572495163,43,1.0000334153289796,152,0.001433255,36,36,43,149,40,37,44,39,148,39,147
1572495164,43,1.0000334153289796,152,0.000107153,36,36,43,149,40,37,44,39,148,39,147
1572495165,43,1.0000334153289796,152,0.00023607,36,36,43,149,40,37,44,39,148,39,147
1572495166,43,1.0000334153289796,152,0.00010666299999999999,36,36,43,149,40,37,44,39,148,39,147
1572495167,43,1.0000334153289796,152,0.000102459,36,36,43,149,40,37,44,39,148,39,147
1572495168,43,1.0000334153289796,152,0.00010455200000000001,36,36,43,149,40,37,44,39,148,39,147
1572495169,43,1.0000334153289796,152,0.00010607200000000001,36,36,43,149,40,37,44,39,148,39,147
1572495170,43,1.0000334153289796,152,0.000136116,36,36,43,149,40,37,44,39,148,39,147
1572495171,43,1.0000334153289796,152,9.111899999999999e-05,36,36,43,149,40,37,44,39,148,39,147
1572495172,43,1.0000334153289796,152,0.00010598,36,36,43,149,40,37,44,39,148,39,147
1572495173,43,1.0000334153289796,152,0.000118491,36,36,43,149,40,37,44,39,148,39,147
1572495174,43,1.0000334153289796,152,0.000137186,36,36,43,149,40,37,44,39,148,39,147
1572495175,43,1.0000334153289796,152,0.00013232899999999999,36,36,43,149,40,37,44,39,148,39,147
1572495176,43,1.0000334153289796,152,0.000108252,36,36,43,149,40,37,44,39,148,39,147
1572495177,43,1.0000334153289796,152,0.000148444,36,36,43,149,40,37,44,39,148,39,147
1572495178,43,1.0000334153289796,152,0.000133255,36,36,43,149,40,37,44,39,148,39,147
1572495179,43,1.0000334153289796,152,0.00010797700000000001,36,36,43,149,40,37,44,39,148,39,147
1572495180,43,1.0000334153289796,152,0.002133597,36,36,43,149,40,37,44,39,148,39,147
1572495181,43,1.0000334153289796,152,0.00010531100000000001,36,36,43,149,40,37,44,39,148,39,147
1572495182,43,1.0000334153289796,152,0.000113801,36,36,43,149,40,37,44,39,148,39,147
1572495183,43,1.0000334153289796,152,0.000116552,36,36,43,149,40,37,44,39,148,39,147
1572495184,43,1.0000334153289796,152,0.000102286,36,36,43,149,40,37,44,39,148,39,147
1572495185,43,1.0000334153289796,152,8.913700000000001e-05,36,36,43,149,40,37,44,39,148,39,147
1572495186,43,1.0000334153289796,152,0.00011865,36,36,43,149,40,37,44,39,148,39,147
1572495187,43,1.0000334153289796,152,9.4039e-05,36,36,43,149,40,37,44,39,148,39,147
1572495188,43,1.0000334153289796,152,9.4299e-05,36,36,43,149,40,37,44,39,148,39,147
1572495189,43,1.0000334153289796,152,0.000112525,36,36,43,149,40,37,44,39,148,39,147
1572495190,43,1.0000334153289796,152,0.000117704,36,36,43,149,40,37,44,39,148,39,147
1572495191,43,1.0000334153289796,152,0.002094336,36,36,43,149,40,37,44,39,148,39,147
1572495192,43,1.0000334153289796,152,0.000122141,36,36,43,149,40,37,44,39,148,39,147
1572495193,43,1.0000334153289796,152,0.000101952,36,36,43,149,40,37,44,39,148,39,147
1572495194,43,1.0000334153289796,152,0.000127599,36,36,43,149,40,37,44,39,148,39,147
1572495195,43,1.0000334153289796,152,0.000119377,36,36,43,149,40,37,44,39,148,39,147
1572495196,43,1.0000334153289796,152,0.00013892,36,36,43,149,40,37,44,39,148,39,147
1572495197,43,1.0000334153289796,152,0.000138914,36,36,43,149,40,37,44,39,148,39,147
1572495198,43,1.0000334153289796,152,0.00010934200000000001,36,36,43,149,40,37,44,39,148,39,147
1572495199,43,1.0000334153289796,152,0.000126097,36,36,43,149,40,37,44,39,148,39,147
1572495200,43,1.0000334153289796,152,0.000137714,36,36,43,149,40,37,44,39,148,39,147
1572495201,43,1.0000334153289796,152,0.000142534,36,36,43,149,40,37,44,39,148,39,147
1572495202,43,1.0000334153289796,152,0.000157296,36,36,43,149,40,37,44,39,148,39,147
1572495203,43,1.0000334153289796,152,0.000110034,36,36,43,149,40,37,44,39,148,39,147
1572495204,43,1.0000334153289796,152,0.000139591,36,36,43,149,40,37,44,39,148,39,147
1572495205,43,1.0000334153289796,152,0.00013039399999999999,36,36,43,149,40,37,44,39,148,39,147
1572495206,43,1.0000334153289796,152,0.000103129,36,36,43,149,40,37,44,39,148,39,147
1572495207,43,1.0000334153289796,152,0.00014154,36,36,43,149,40,37,44,39,148,39,147
1572495208,43,1.0000334153289796,152,0.000225392,36,36,43,149,40,37,44,39,148,39,147
1572495209,43,1.0000334153289796,152,9.9105e-05,36,36,43,149,40,37,44,39,148,39,147
1572495210,43,1.0000334153289796,152,0.000103933,36,36,43,149,40,37,44,39,148,39,147
1572495211,43,1.0000334153289796,152,9.7182e-05,36,36,43,149,40,37,44,39,148,39,147
1572495212,43,1.0000334153289796,152,0.00233809,36,36,43,149,40,37,44,39,148,39,147
1572495213,43,1.0000334153289796,152,0.000128134,36,36,43,149,40,37,44,39,148,39,147
1572495214,43,1.0000334153289796,152,0.000111896,36,36,43,149,40,37,44,39,148,39,147
1572495215,43,1.0000334153289796,152,0.000100201,36,36,43,149,40,37,44,39,148,39,147
1572495216,43,1.0000334153289796,152,9.5386e-05,36,36,43,149,40,37,44,39,148,39,147
1572495217,43,1.0000334153289796,152,0.000123679,36,36,43,149,40,37,44,39,148,39,147
1572495218,43,1.0000334153289796,152,0.000142534,36,36,43,149,40,37,44,39,148,39,147
1572495219,43,1.0000334153289796,152,0.000126513,36,36,43,149,40,37,44,39,148,39,147
1572495220,43,1.0000334153289796,152,8.6184e-05,36,36,43,149,40,37,44,39,148,39,147
1572495221,43,1.0000334153289796,152,0.000139024,36,36,43,149,40,37,44,39,148,39,147
1572495222,43,1.0000334153289796,152,0.000109089,36,36,43,149,40,37,44,39,148,39,147
1572495223,43,1.0000334153289796,152,0.00010493799999999999,36,36,43,149,40,37,44,39,148,39,147
1572495224,43,1.0000334153289796,152,0.000122784,36,36,43,149,40,37,44,39,148,39,147
1572495225,43,1.0000334153289796,152,8.8068e-05,36,36,43,149,40,37,44,39,148,39,147
1572495226,43,1.0000334153289796,152,0.00010031200000000001,36,36,43,149,40,37,44,39,148,39,147
1572495227,43,1.0000334153289796,152,0.000151373,36,36,43,149,40,37,44,39,148,39,147
1572495228,43,1.0000334153289796,152,0.00011742399999999999,36,36,43,149,40,37,44,39,148,39,147
1572495229,43,1.0000334153289796,152,0.000146205,36,36,43,149,40,37,44,39,148,39,147
1572495230,43,1.0000334153289796,152,0.000108644,36,36,43,149,40,37,44,39,148,39,147
1572495231,43,1.0000334153289796,152,9.8361e-05,36,36,43,149,40,37,44,39,148,39,147
1572495232,43,1.0000334153289796,152,0.00010782299999999999,36,36,43,149,40,37,44,39,148,39,147
1572495233,43,1.0000334153289796,152,9.7205e-05,36,36,43,149,40,37,44,39,148,39,147
1572495234,43,1.0000334153289796,152,0.000109718,36,36,43,149,40,37,44,39,148,39,147
1572495235,43,1.0000334153289796,152,0.000153,36,36,43,149,40,37,44,39,148,39,147
1572495236,43,1.0000334153289796,152,0.000124789,36,36,43,149,40,37,44,39,148,39,147
1572495237,43,1.0000334153289796,152,0.000122456,36,36,43,149,40,37,44,39,148,39,147
1572495238,43,1.0000334153289796,152,0.00010521200000000001,36,36,43,149,40,37,44,39,148,39,147
1572495239,43,1.0000334153289796,152,0.000123502,36,36,43,149,40,37,44,39,148,39,147
1572495240,43,1.0000334153289796,152,0.000156105,36,36,43,149,40,37,44,39,148,39,147
1572495241,43,1.0000334153289796,152,0.000125258,36,36,43,149,40,37,44,39,148,39,147
1572495242,43,1.0000334153289796,152,0.000126871,36,36,43,149,40,37,44,39,148,39,147
1572495243,43,1.0000334153289796,152,0.000112275,36,36,43,149,40,37,44,39,148,39,147
1572495244,43,1.0000334153289796,152,0.000103026,36,36,43,149,40,37,44,39,148,39,147
1572495245,43,1.0000334153289796,152,9.763799999999999e-05,36,36,43,149,40,37,44,39,148,39,147
1572495246,43,1.0000334153289796,152,9.4253e-05,36,36,43,149,40,37,44,39,148,39,147
1572495247,43,1.0000334153289796,152,0.00010646700000000001,36,36,43,149,40,37,44,39,148,39,147
1572495248,43,1.0000334153289796,152,0.000114411,36,36,43,149,40,37,44,39,148,39,147
1572495249,43,1.0000334153289796,152,0.00011320000000000001,36,36,43,149,40,37,44,39,148,39,147
1572495250,43,1.0000334153289796,152,0.000145086,36,36,43,149,40,37,44,39,148,39,147
1572495251,43,1.0000334153289796,152,0.000130379,36,36,43,149,40,37,44,39,148,39,147
1572495252,43,1.0000334153289796,152,0.000134003,36,36,43,149,40,37,44,39,148,39,147
1572495253,43,1.0000334153289796,152,0.00012031200000000001,36,36,43,149,40,37,44,39,148,39,147
1572495254,43,1.0000334153289796,152,0.000102741,36,36,43,149,40,37,44,39,148,39,147
1572495255,43,1.0000334153289796,152,0.000135339,36,36,43,149,40,37,44,39,148,39,147
1572495256,43,1.0000334153289796,152,0.000147445,36,36,43,149,40,37,44,39,148,39,147
1572495257,43,1.0000334153289796,152,9.187299999999999e-05,36,36,43,149,40,37,44,39,148,39,147
1572495258,43,1.0000334153289796,152,9.1554e-05,36,36,43,149,40,37,44,39,148,39,147
1572495259,43,1.0000334153289796,152,0.000111191,36,36,43,149,40,37,44,39,148,39,147
1572495260,43,1.0000334153289796,152,0.000101913,36,36,43,149,40,37,44,39,148,39,147
1572495261,43,1.0000334153289796,152,0.000134366,36,36,43,149,40,37,44,39,148,39,147
1572495262,43,1.0000334153289796,152,0.001790823,36,36,43,149,40,37,44,39,148,39,147
1572495263,43,1.0000334153289796,152,0.000118571,36,36,43,149,40,37,44,39,148,39,147
1572495264,43,1.0000334153289796,152,0.000119907,36,36,43,149,40,37,44,39,148,39,147
1572495265,43,1.0000334153289796,152,9.4483e-05,36,36,43,149,40,37,44,39,148,39,147
1572495266,43,1.0000334153289796,152,0.000110045,36,36,43,149,40,37,44,39,148,39,147
1572495267,43,1.0000334153289796,152,0.000116463,36,36,43,149,40,37,44,39,148,39,147
1572495268,43,1.0000334153289796,152,0.00010856200000000001,36,36,43,149,40,37,44,39,148,39,147
1572495269,52,1.0000334153289796,160,0.000107988,45,44,51,149,48,45,52,48,157,47,155
1572495270,52,1.0000334153289796,160,0.000139085,45,44,51,157,48,45,52,48,157,47,155
1572495271,52,1.0000334153289796,160,0.00010047100000000001,45,44,51,157,48,45,52,48,157,47,155
1572495272,52,1.0000334153289796,160,0.000122745,45,44,51,157,48,45,52,48,157,47,155
1572495273,52,1.0000334153289796,160,0.00012431,45,44,51,157,48,45,52,48,157,47,155
1572495274,52,1.0000334153289796,160,0.000125307,45,44,51,157,48,45,52,48,157,47,155
1572495275,52,1.0000334153289796,160,0.000123215,45,44,51,157,48,45,52,48,157,47,155
1572495276,52,1.0000334153289796,160,0.00015356,45,44,51,157,48,45,52,48,157,47,155
1572495277,52,1.0000334153289796,160,9.907e-05,45,44,51,157,48,45,52,48,157,47,155
1572495278,52,1.0000334153289796,160,0.000125511,45,44,51,157,48,45,52,48,157,47,155
1572495279,52,1.0000334153289796,160,0.00012155899999999999,45,44,51,157,48,45,52,48,157,47,155
1572495280,52,1.0000334153289796,160,0.000147933,45,44,51,157,48,45,52,48,157,47,155
1572495281,52,1.0000334153289796,160,0.0018935179999999999,45,44,51,157,48,45,52,48,157,47,155
1572495282,52,1.0000334153289796,160,9.3916e-05,45,44,51,157,48,45,52,48,157,47,155
1572495283,52,1.0000334153289796,160,0.00011192,45,44,51,157,48,45,52,48,157,47,155
1572495284,52,1.0000334153289796,160,0.00011816,45,44,51,157,48,45,52,48,157,47,155
1572495285,52,1.0000334153289796,160,0.00015348600000000001,45,44,51,157,48,45,52,48,157,47,155
1572495286,52,1.0000334153289796,160,0.00017295,45,44,51,157,48,45,52,48,157,47,155
1572495287,52,1.0000334153289796,160,0.00010375,45,44,51,157,48,45,52,48,157,47,155
1572495288,52,1.0000334153289796,160,0.000113351,45,44,51,157,48,45,52,48,157,47,155
1572495289,52,1.0000334153289796,160,0.000131027,45,44,51,157,48,45,52,48,157,47,155
1572495290,52,1.0000334153289796,160,9.732799999999999e-05,45,44,51,157,48,45,52,48,157,47,155
1572495291,52,1.0000334153289796,160,0.00011637,45,44,51,157,48,45,52,48,157,47,155
1572495292,52,1.0000334153289796,160,0.00011485299999999999,45,44,51,157,48,45,52,48,157,47,155
1572495293,52,1.0000334153289796,160,0.000137662,45,44,51,157,48,45,52,48,157,47,155
1572495294,52,1.0000334153289796,160,0.000127404,45,44,51,157,48,45,52,48,157,47,155
1572495295,52,1.0000334153289796,160,9.5432e-05,45,44,51,157,48,45,52,48,157,47,155
1572495296,52,1.0000334153289796,161,0.000106005,45,44,51,157,49,46,53,48,157,47,155
1572495297,60,1.0000334153289796,169,0.002743148,53,52,59,165,57,54,61,56,165,55,163
1572495298,60,1.0000334153289796,169,9.0111e-05,53,52,59,165,57,54,61,56,165,55,163
1572495299,60,1.0000334153289796,169,0.00013322,53,52,59,165,57,54,61,56,165,55,163
1572495300,60,1.0000334153289796,169,0.000106191,53,52,59,165,57,54,61,56,165,55,163
1572495301,60,1.0000334153289796,169,0.00011969799999999999,53,52,59,165,57,54,61,56,165,55,163
1572495302,60,1.0000334153289796,169,9.1067e-05,53,52,59,165,57,54,61,56,165,55,163
1572495303,60,1.0000334153289796,169,0.000107787,53,52,59,165,57,54,61,56,165,55,163
1572495304,60,1.0000334153289796,169,0.000123821,53,52,59,165,57,54,61,56,165,55,163
1572495305,60,1.0000334153289796,169,0.000109011,53,52,59,165,57,54,61,56,165,55,163
1572495306,60,1.0000334153289796,169,0.000117215,53,52,59,165,57,54,61,56,165,55,163
1572495307,60,1.0000334153289796,169,9.8444e-05,53,52,59,165,57,54,61,56,165,55,163
1572495308,60,1.0000334153289796,169,0.00010729799999999999,53,52,59,165,57,54,61,56,165,55,163
1572495309,60,1.0000334153289796,169,0.000124199,53,52,59,165,57,54,61,56,165,55,163
1572495310,60,1.0000334153289796,169,0.000126473,53,52,59,165,57,54,61,56,165,55,163
1572495311,60,1.0000334153289796,169,0.000123444,53,52,59,165,57,54,61,56,165,55,163
1572495312,60,1.0000334153289796,169,9.1746e-05,53,52,59,165,57,54,61,56,165,55,163
1572495313,60,1.0000334153289796,169,9.5186e-05,53,52,59,165,57,54,61,56,165,55,163
1572495314,60,1.0000334153289796,169,0.00010846,53,52,59,165,57,54,61,56,165,55,163
1572495315,60,1.0000334153289796,169,0.000120506,53,52,59,165,57,54,61,56,165,55,163
1572495316,60,1.0000334153289796,169,0.000122438,53,52,59,165,57,54,61,56,165,55,163
1572495317,60,1.0000334153289796,169,9.4391e-05,53,52,59,165,57,54,61,56,165,55,163
1572495318,60,1.0000334153289796,169,0.000145053,53,52,59,165,57,54,61,56,165,55,163
1572495319,60,1.0000334153289796,169,0.000114692,53,52,59,165,57,54,61,56,165,55,163
1572495320,60,1.0000334153289796,169,0.000140702,53,52,59,165,57,54,61,56,165,55,163
1572495321,60,1.0000334153289796,169,0.000124587,53,52,59,165,57,54,61,56,165,55,163
1572495322,60,1.0000334153289796,169,0.000130937,53,52,59,165,57,54,61,56,165,55,163
1572495323,60,1.0000334153289796,169,9.957700000000001e-05,53,53,60,165,57,54,61,56,165,56,164
1572495324,68,1.0000334153289796,177,0.000117336,61,61,68,173,65,62,69,64,173,64,172
1572495325,68,1.0000334153289796,177,0.000118909,61,61,68,173,65,62,69,64,173,64,172
1572495326,68,1.0000334153289796,177,0.00019522599999999998,61,61,68,173,65,62,69,64,173,64,172
1572495327,68,1.0000334153289796,177,9.7615e-05,61,61,68,173,65,62,69,64,173,64,172
1572495328,68,1.0000334153289796,177,0.000138175,61,61,68,173,65,62,69,64,173,64,172
1572495329,68,1.0000334153289796,177,0.000178282,61,61,68,173,65,62,69,64,173,64,172
1572495330,68,1.0000334153289796,177,0.000132266,61,61,68,173,65,62,69,64,173,64,172
1572495331,68,1.0000334153289796,177,0.000126833,61,61,68,173,65,62,69,64,173,64,172
1572495332,68,1.0000334153289796,177,0.00011457399999999999,61,61,68,173,65,62,69,64,173,64,172
1572495333,68,1.0000334153289796,177,0.000114622,61,61,68,173,65,62,69,64,173,64,172
1572495334,68,1.0000334153289796,177,0.00010603899999999999,61,61,68,173,65,62,69,64,173,64,172
1572495335,68,1.0000334153289796,177,9.8804e-05,61,61,68,173,65,62,69,64,173,64,172
1572495336,68,1.0000334153289796,177,0.000100295,61,61,68,173,65,62,69,64,173,64,172
1572495337,68,1.0000334153289796,177,0.000143184,61,61,68,173,65,62,69,64,173,64,172
1572495338,68,1.0000334153289796,177,0.000107305,61,61,68,173,65,62,69,64,173,64,172
1572495339,68,1.0000334153289796,177,0.00010680299999999999,61,61,68,173,65,62,69,64,173,64,172
1572495340,68,1.0000334153289796,177,9.8494e-05,61,61,68,173,65,62,69,64,173,64,172
1572495341,68,1.0000334153289796,177,9.423e-05,61,61,68,173,65,62,69,64,173,64,172
1572495342,68,1.0000334153289796,177,0.00011457200000000001,61,61,68,173,65,62,69,64,173,64,172
1572495343,68,1.0000334153289796,177,0.00010400100000000001,61,61,68,173,65,62,69,64,173,64,172
1572495344,68,1.0000334153289796,177,0.000122717,61,61,68,173,65,62,69,64,173,64,172
1572495345,68,1.0000334153289796,177,0.0001439,61,61,68,173,65,62,69,64,173,64,172
1572495346,68,1.0000334153289796,177,0.00013466,61,61,68,173,65,62,69,64,173,64,172
1572495347,68,1.0000334153289796,177,9.242299999999999e-05,61,61,68,173,65,62,69,64,173,64,172
1572495348,68,1.0000334153289796,177,0.000102027,61,61,68,173,65,62,69,64,173,64,172
1572495349,68,1.0000334153289796,177,0.00013119799999999999,61,61,68,173,65,62,69,64,173,64,172
1572495350,68,1.0000334153289796,177,9.7891e-05,61,61,68,173,65,62,69,64,173,64,172
1572495351,72,1.0000334153289796,177,0.000112256,65,69,76,173,65,62,69,68,177,72,180
1572495352,77,1.0000334153289796,185,0.000150754,70,69,76,181,73,70,77,73,182,72,180
1572495353,77,1.0000334153289796,185,0.000144939,70,69,76,181,73,70,77,73,182,72,180
1572495354,77,1.0000334153289796,185,0.000160639,70,69,76,181,73,70,77,73,182,72,180
1572495355,77,1.0000334153289796,185,9.777700000000001e-05,70,69,76,181,73,70,77,73,182,72,180
1572495356,77,1.0000334153289796,185,0.000109451,70,69,76,181,73,70,77,73,182,72,180
1572495357,77,1.0000334153289796,185,9.439700000000001e-05,70,69,76,181,73,70,77,73,182,72,180
1572495358,77,1.0000334153289796,185,9.495e-05,70,69,76,181,73,70,77,73,182,72,180
1572495359,77,1.0000334153289796,185,9.9126e-05,70,69,76,181,73,70,77,73,182,72,180
1572495360,77,1.0000334153289796,185,0.000107289,70,69,76,181,73,70,77,73,182,72,180
1572495361,77,1.0000334153289796,185,0.000126246,70,69,76,181,73,70,77,73,182,72,180
1572495362,77,1.0000334153289796,185,0.000118881,70,69,76,181,73,70,77,73,182,72,180
1572495363,77,1.0000334153289796,185,0.00011638299999999999,70,69,76,181,73,70,77,73,182,72,180
1572495364,77,1.0000334153289796,185,0.000103934,70,69,76,181,73,70,77,73,182,72,180
1572495365,77,1.0000334153289796,185,0.000139965,70,69,76,181,73,70,77,73,182,72,180
1572495366,77,1.0000334153289796,185,0.00012816799999999998,70,69,76,181,73,70,77,73,182,72,180
1572495367,77,1.0000334153289796,185,0.00021382400000000002,70,69,76,181,73,70,77,73,182,72,180
1572495368,77,1.0000334153289796,185,0.000143306,70,69,76,181,73,70,77,73,182,72,180
1572495369,77,1.0000334153289796,185,0.000137462,70,69,76,181,73,70,77,73,182,72,180
1572495370,77,1.0000334153289796,185,0.00013796200000000002,70,69,76,181,73,70,77,73,182,72,180
1572495371,77,1.0000334153289796,185,9.4576e-05,70,69,76,181,73,70,77,73,182,72,180
1572495372,77,1.0000334153289796,185,9.7265e-05,70,69,76,181,73,70,77,73,182,72,180
1572495373,77,1.0000334153289796,185,0.00010674,70,69,76,181,73,70,77,73,182,72,180
1572495374,77,1.0000334153289796,185,0.00010533700000000001,70,69,76,181,73,70,77,73,182,72,180
