timestamp,098bf8ea1c5269231226736e9b16a635ca5d74bb,21289bad85773854de1abf2842e30613ec0458ec,2508bc72784db0cccfe2abaf21a2901348296118,3d59e284a2e85aed2ed60d4b3b94e3f28be56e9a,418cfc39112c46643489edbf49e4b72d3b9732fa,54ba643ef1116d7de67d918e35e22f494408dab7,6b8b348220e0880d2d4bb373cd58ac920cc08fa0,77fc3393c6c6e0a2487422886363667aee953244,7ce37b95947d27775788beaa9899ea94c888434c,830ca47eee5b372f4c0f1810ac25d7b4c687fbbf,87d2bad4e28fc42e03ceae8dc6e5675821d5aadd,9f265a994fb7af4353ae51805809499476e59ca6,c2883151d57d31a0bc12e0752fb5e8dc92a9c319,c8e285be7dac4c97654ab58d67840adbc9c69400,dd63669428e95c07519e072b058e775c54c5a688
1572493429,125,1.0000331525726318,232,0.000115633,118,120,127,229,120,117,124,121,230,123,231
1572493430,125,1.0000331525726318,232,0.000134696,118,120,127,229,120,117,124,121,230,123,231
1572493431,125,1.0000331525726318,232,0.000121464,118,120,127,229,120,117,124,121,230,123,231
1572493432,125,1.0000331525726318,232,0.000125704,118,120,127,229,120,117,124,121,230,123,231
1572493433,125,1.0000331525726318,232,0.000138087,118,120,127,229,120,117,124,121,230,123,231
1572493434,125,1.0000331525726318,232,0.000110259,118,120,127,229,120,117,124,121,230,123,231
1572493435,125,1.0000331525726318,232,9.4706e-05,118,120,127,229,120,117,124,121,230,123,231
1572493436,125,1.0000331525726318,232,0.00010872,118,120,127,229,120,117,124,121,230,123,231
1572493437,125,1.0000331525726318,232,0.000146272,118,120,127,229,120,117,124,121,230,123,231
1572493438,125,1.0000331525726318,232,0.000133488,118,120,127,229,120,117,124,121,230,123,231
1572493439,125,1.0000331525726318,232,0.00011972799999999999,118,120,127,229,120,117,124,121,230,123,231
1572493440,125,1.0000331525726318,232,0.000131505,118,120,127,229,120,117,124,121,230,123,231
1572493441,125,1.0000331525726318,232,0.000114773,118,120,127,229,120,117,124,121,230,123,231
1572493442,125,1.0000331525726318,232,0.000151288,118,120,127,229,120,117,124,121,230,123,231
1572493443,125,1.0000331525726318,232,0.000116631,118,120,127,229,120,117,124,121,230,123,231
1572493444,125,1.0000331525726318,232,0.00014063,118,120,127,229,120,117,124,121,230,123,231
1572493445,125,1.0000331525726318,232,0.00010669399999999999,118,120,127,229,120,117,124,121,230,123,231
1572493446,125,1.0000331525726318,232,9.031100000000001e-05,118,120,127,229,120,117,124,121,230,123,231
1572493447,125,1.0000331525726318,232,0.000129598,118,120,127,229,120,117,124,121,230,123,231
1572493448,125,1.0000331525726318,232,0.000131344,118,120,127,229,120,117,124,121,230,123,231
1572493449,125,1.0000331525726318,232,0.00010041299999999999,118,120,127,229,120,117,124,121,230,123,231
1572493450,125,1.0000331525726318,232,0.00011512700000000001,118,120,127,229,120,117,124,121,230,123,231
1572493451,125,1.0000331525726318,232,0.000113281,118,120,127,229,120,117,124,121,230,123,231
1572493452,125,1.0000331525726318,232,0.00012183,118,120,127,229,120,117,124,121,230,123,231
1572493453,125,1.0000331525726318,232,0.000113885,118,120,127,229,120,117,124,121,230,123,231
1572493454,125,1.0000331525726318,232,9.3021e-05,118,120,127,229,120,117,124,121,230,123,231
1572493455,125,1.0000331525726318,232,0.000147281,118,120,127,229,120,117,124,121,230,123,231
1572493456,125,1.0000331525726318,232,0.000103516,118,120,127,229,120,117,124,121,230,123,231
1572493457,125,1.0000331525726318,232,9.0436e-05,118,120,127,229,120,117,124,121,230,123,231
1572493458,125,1.0000331525726318,232,9.976e-05,118,120,127,229,120,117,124,121,230,123,231
1572493459,125,1.0000331525726318,232,0.00011061,118,120,127,229,120,117,124,121,230,123,231
1572493460,125,1.0000331525726318,232,9.1352e-05,118,120,127,229,120,117,124,121,230,123,231
1572493461,125,1.0000331525726318,232,0.00011620100000000001,118,120,127,229,120,117,124,121,230,123,231
1572493462,125,1.0000331525726318,232,0.000101372,118,120,127,229,120,117,124,121,230,123,231
1572493463,125,1.0000331525726318,232,0.00013885299999999998,118,120,127,229,120,117,124,121,230,123,231
1572493464,125,1.0000331525726318,232,0.000121679,118,120,127,229,120,117,124,121,230,123,231
1572493465,125,1.0000331525726318,232,0.00010106799999999999,118,120,127,229,120,117,124,121,230,123,231
1572493466,125,1.0000331525726318,232,0.000102375,118,120,127,229,120,117,124,121,230,123,231
1572493467,125,1.0000331525726318,232,0.000111968,118,120,127,229,120,117,124,121,230,123,231
1572493468,125,1.0000331525726318,232,0.000125222,118,120,127,229,120,117,124,121,230,123,231
1572493469,125,1.0000331525726318,232,8.9331e-05,118,120,127,229,120,117,124,121,230,123,231
1572493470,125,1.0000331525726318,232,0.00013382700000000002,118,120,127,229,120,117,124,121,230,123,231
1572493471,125,1.0000331525726318,232,0.000137688,118,120,127,229,120,117,124,121,230,123,231
1572493472,125,1.0000331525726318,232,0.002454314,118,120,127,229,120,117,124,121,230,123,231
1572493473,125,1.0000331525726318,232,0.000120747,118,120,127,229,120,117,124,121,230,123,231
1572493474,125,1.0000331525726318,232,0.000119961,118,120,127,229,120,117,124,121,230,123,231
1572493475,125,1.0000331525726318,232,0.000104647,118,120,127,229,120,117,124,121,230,123,231
1572493476,125,1.0000331525726318,232,0.000137055,118,120,127,229,120,117,124,121,230,123,231
1572493477,125,1.0000331525726318,232,0.000114951,118,120,127,229,120,117,124,121,230,123,231
1572493478,125,1.0000331525726318,232,0.00011629799999999999,118,120,127,229,120,117,124,121,230,123,231
1572493479,125,1.0000331525726318,232,0.000127041,118,120,127,229,120,117,124,121,230,123,231
1572493480,125,1.0000331525726318,232,0.002405411,118,120,127,229,120,117,124,121,230,123,231
1572493481,125,1.0000331525726318,232,0.00010469799999999999,118,120,127,229,120,117,124,121,230,123,231
1572493482,125,1.0000331525726318,232,9.413200000000001e-05,118,120,127,229,120,117,124,121,230,123,231
1572493483,125,1.0000331525726318,232,0.00011040299999999999,118,120,127,229,120,117,124,121,230,123,231
1572493484,125,1.0000331525726318,232,0.000114149,118,120,127,229,120,117,124,121,230,123,231
1572493485,125,1.0000331525726318,232,0.000127948,118,120,127,229,120,117,124,121,230,123,231
1572493486,125,1.0000331525726318,232,0.000121942,118,120,127,229,120,117,124,121,230,123,231
1572493487,125,1.0000331525726318,232,9.479e-05,118,120,127,229,120,117,124,121,230,123,231
1572493488,125,1.0000331525726318,232,0.00011361100000000001,118,120,127,229,120,117,124,121,230,123,231
1572493489,125,1.0000331525726318,232,0.00011107700000000001,118,120,127,229,120,117,124,121,230,123,231
1572493490,125,1.0000331525726318,232,0.0020902810000000003,118,120,127,229,120,117,124,121,230,123,231
1572493491,125,1.0000331525726318,232,0.00010175700000000001,118,120,127,229,120,117,124,121,230,123,231
1572493492,125,1.0000331525726318,232,0.00011695799999999999,118,120,127,229,120,117,124,121,230,123,231
1572493493,125,1.0000331525726318,232,0.000126795,118,120,127,229,120,117,124,121,230,123,231
1572493494,125,1.0000331525726318,232,0.00015465299999999998,118,120,127,229,120,117,124,121,230,123,231
1572493495,125,1.0000331525726318,232,0.00012299700000000002,118,120,127,229,120,117,124,121,230,123,231
1572493496,125,1.0000331525726318,232,0.000111717,118,120,127,229,120,117,124,121,230,123,231
1572493497,125,1.0000331525726318,232,0.000141456,118,120,127,229,120,117,124,121,230,123,231
1572493498,125,1.0000331525726318,232,0.00014340000000000002,118,120,127,229,120,117,124,121,230,123,231
1572493499,125,1.0000331525726318,232,0.000121007,118,120,127,229,120,117,124,121,230,123,231
1572493500,125,1.0000331525726318,232,0.00012675,118,120,127,229,120,117,124,121,230,123,231
1572493501,125,1.0000331525726318,232,0.000152566,118,120,127,229,120,117,124,121,230,123,231
1572493502,125,1.0000331525726318,232,0.00011153399999999999,118,120,127,229,120,117,124,121,230,123,231
1572493503,117,1.0000331525726318,224,0.000119199,110,112,119,229,112,109,116,113,222,115,223
1572493504,117,1.0000331525726318,224,0.000179325,110,112,119,221,112,109,116,113,222,115,223
1572493505,117,1.0000331525726318,224,0.00014747,110,112,119,221,112,109,116,113,222,115,223
1572493506,117,1.0000331525726318,224,0.002461789,110,112,119,221,112,109,116,113,222,115,223
1572493507,117,1.0000331525726318,224,0.00010271799999999999,110,112,119,221,112,109,116,113,222,115,223
1572493508,117,1.0000331525726318,224,0.000108715,110,112,119,221,112,109,116,113,222,115,223
1572493509,117,1.0000331525726318,224,0.000121966,110,112,119,221,112,109,116,113,222,115,223
1572493510,117,1.0000331525726318,224,0.00011562600000000001,110,112,119,221,112,109,116,113,222,115,223
1572493511,117,1.0000331525726318,224,0.000156718,110,112,119,221,112,109,116,113,222,115,223
1572493512,117,1.0000331525726318,224,0.000114058,110,112,119,221,112,109,116,113,222,115,223
1572493513,117,1.0000331525726318,224,0.000162101,110,112,119,221,112,109,116,113,222,115,223
1572493514,117,1.0000331525726318,224,0.000109038,110,112,119,221,112,109,116,113,222,115,223
1572493515,117,1.0000331525726318,224,0.00010999600000000001,110,112,119,221,112,109,116,113,222,115,223
1572493516,117,1.0000331525726318,224,0.000120058,110,112,119,221,112,109,116,113,222,115,223
1572493517,117,1.0000331525726318,224,0.000112579,110,112,119,221,112,109,116,113,222,115,223
1572493518,117,1.0000331525726318,224,0.0022026470000000003,110,112,119,221,112,109,116,113,222,115,223
1572493519,117,1.0000331525726318,224,0.000121128,110,112,119,221,112,109,116,113,222,115,223
1572493520,117,1.0000331525726318,224,0.000123949,110,112,119,221,112,109,116,113,222,115,223
1572493521,117,1.0000331525726318,224,0.000129434,110,112,119,221,112,109,116,113,222,115,223
1572493522,117,1.0000331525726318,224,0.00010928799999999999,110,112,119,221,112,109,116,113,222,115,223
1572493523,117,1.0000331525726318,224,0.00011126799999999999,110,112,119,221,112,109,116,113,222,115,223
1572493524,117,1.0000331525726318,224,0.000105296,110,112,119,221,112,109,116,113,222,115,223
1572493525,117,1.0000331525726318,224,0.000126954,110,112,119,221,112,109,116,113,222,115,223
1572493526,117,1.0000331525726318,224,0.000108701,110,112,119,221,112,109,116,113,222,115,223
1572493527,117,1.0000331525726318,224,0.00012830399999999998,110,112,119,221,112,109,116,113,222,115,223
1572493528,117,1.0000331525726318,224,0.000135751,110,112,119,221,112,109,116,113,222,115,223
1572493529,117,1.0000331525726318,224,0.000131982,110,112,119,221,112,109,116,113,222,115,223
1572493530,117,1.0000331525726318,224,9.700899999999999e-05,110,112,119,221,112,109,116,113,222,115,223
1572493531,109,1.0000331525726318,216,0.000136971,102,104,111,213,104,101,108,105,214,107,215
1572493532,109,1.0000331525726318,216,0.00010722299999999999,102,104,111,213,104,101,108,105,214,107,215
1572493533,109,1.0000331525726318,216,0.00012322600000000002,102,104,111,213,104,101,108,105,214,107,215
1572493534,109,1.0000331525726318,216,0.000108026,102,104,111,213,104,101,108,105,214,107,215
1572493535,109,1.0000331525726318,216,9.8469e-05,102,104,111,213,104,101,108,105,214,107,215
1572493536,109,1.0000331525726318,216,0.0018499920000000002,102,104,111,213,104,101,108,105,214,107,215
1572493537,109,1.0000331525726318,216,9.4131e-05,102,104,111,213,104,101,108,105,214,107,215
1572493538,109,1.0000331525726318,216,0.00010829,102,104,111,213,104,101,108,105,214,107,215
1572493539,109,1.0000331525726318,216,0.00012413799999999998,102,104,111,213,104,101,108,105,214,107,215
1572493540,109,1.0000331525726318,216,0.000118778,102,104,111,213,104,101,108,105,214,107,215
1572493541,109,1.0000331525726318,216,9.1789e-05,102,104,111,213,104,101,108,105,214,107,215
1572493542,109,1.0000331525726318,216,0.00014761899999999998,102,104,111,213,104,101,108,105,214,107,215
1572493543,109,1.0000331525726318,216,0.000105448,102,104,111,213,104,101,108,105,214,107,215
1572493544,109,1.0000331525726318,216,0.00010182899999999999,102,104,111,213,104,101,108,105,214,107,215
1572493545,109,1.0000331525726318,216,0.000122485,102,104,111,213,104,101,108,105,214,107,215
1572493546,109,1.0000331525726318,216,0.00012069,102,104,111,213,104,101,108,105,214,107,215
1572493547,109,1.0000331525726318,216,0.000132654,102,104,111,213,104,101,108,105,214,107,215
1572493548,109,1.0000331525726318,216,0.00012352200000000001,102,104,111,213,104,101,108,105,214,107,215
1572493549,109,1.0000331525726318,216,0.00010808200000000001,102,104,111,213,104,101,108,105,214,107,215
1572493550,109,1.0000331525726318,216,9.9222e-05,102,104,111,213,104,101,108,105,214,107,215
1572493551,109,1.0000331525726318,216,0.00011261200000000001,102,104,111,213,104,101,108,105,214,107,215
1572493552,109,1.0000331525726318,216,9.5869e-05,102,104,111,213,104,101,108,105,214,107,215
1572493553,109,1.0000331525726318,216,0.00013317600000000001,102,104,111,213,104,101,108,105,214,107,215
1572493554,109,1.0000331525726318,216,0.000123941,102,104,111,213,104,101,108,105,214,107,215
1572493555,109,1.0000331525726318,216,0.000138926,102,104,111,213,104,101,108,105,214,107,215
1572493556,109,1.0000331525726318,216,0.000104095,102,104,111,213,104,101,108,105,214,107,215
1572493557,109,1.0000331525726318,216,0.000135723,102,104,111,213,104,101,108,105,214,107,215
1572493558,101,1.0000331525726318,208,0.000108074,94,96,103,213,96,93,100,97,206,99,207
1572493559,101,1.0000331525726318,208,0.000105461,94,96,103,205,96,93,100,97,206,99,207
1572493560,101,1.0000331525726318,208,0.00012025700000000001,94,96,103,205,96,93,100,97,206,99,207
1572493561,101,1.0000331525726318,208,0.000122621,94,96,103,205,96,93,100,97,206,99,207
1572493562,101,1.0000331525726318,208,9.2726e-05,94,96,103,205,96,93,100,97,206,99,207
1572493563,101,1.0000331525726318,208,0.000145965,94,96,103,205,96,93,100,97,206,99,207
1572493564,101,1.0000331525726318,208,0.000155852,94,96,103,205,96,93,100,97,206,99,207
1572493565,101,1.0000331525726318,208,0.00011769100000000001,94,96,103,205,96,93,100,97,206,99,207
1572493566,101,1.0000331525726318,208,0.000123997,94,96,103,205,96,93,100,97,206,99,207
1572493567,101,1.0000331525726318,208,0.000120711,94,96,103,205,96,93,100,97,206,99,207
1572493568,101,1.0000331525726318,208,0.000151492,94,96,103,205,96,93,100,97,206,99,207
1572493569,101,1.0000331525726318,208,0.000115183,94,96,103,205,96,93,100,97,206,99,207
1572493570,101,1.0000331525726318,208,0.00011757,94,96,103,205,96,93,100,97,206,99,207
1572493571,101,1.0000331525726318,208,0.000123377,94,96,103,205,96,93,100,97,206,99,207
1572493572,101,1.0000331525726318,208,0.000125279,94,96,103,205,96,93,100,97,206,99,207
1572493573,101,1.0000331525726318,208,0.000125546,94,96,103,205,96,93,100,97,206,99,207
1572493574,101,1.0000331525726318,208,9.673200000000001e-05,94,96,103,205,96,93,100,97,206,99,207
1572493575,101,1.0000331525726318,208,0.00015065399999999998,94,96,103,205,96,93,100,97,206,99,207
1572493576,101,1.0000331525726318,208,0.00011999700000000001,94,96,103,205,96,93,100,97,206,99,207
1572493577,101,1.0000331525726318,208,0.00011508799999999999,94,96,103,205,96,93,100,97,206,99,207
1572493578,101,1.0000331525726318,208,0.000114058,94,96,103,205,96,93,100,97,206,99,207
1572493579,101,1.0000331525726318,208,9.0375e-05,94,96,103,205,96,93,100,97,206,99,207
1572493580,101,1.0000331525726318,208,0.00011208700000000001,94,96,103,205,96,93,100,97,206,99,207
1572493581,101,1.0000331525726318,208,0.000129856,94,96,103,205,96,93,100,97,206,99,207
1572493582,101,1.0000331525726318,208,0.000105165,94,96,103,205,96,93,100,97,206,99,207
1572493583,101,1.0000331525726318,208,0.000112286,94,96,103,205,96,93,100,97,206,99,207
1572493584,101,1.0000331525726318,208,9.745e-05,94,96,103,205,96,93,100,97,206,99,207
1572493585,93,1.0000331525726318,200,0.004202664,86,87,94,205,88,85,92,89,198,90,198
1572493586,93,1.0000331525726318,200,0.000136898,86,87,94,197,88,85,92,89,198,90,198
1572493587,93,1.0000331525726318,200,0.000115036,86,87,94,197,88,85,92,89,198,90,198
1572493588,93,1.0000331525726318,200,0.000100739,86,87,94,197,88,85,92,89,198,90,198
1572493589,93,1.0000331525726318,200,0.000106263,86,87,94,197,88,85,92,89,198,90,198
1572493590,93,1.0000331525726318,200,0.00010054700000000001,86,87,94,197,88,85,92,89,198,90,198
1572493591,93,1.0000331525726318,200,0.00016261799999999998,86,87,94,197,88,85,92,89,198,90,198
1572493592,93,1.0000331525726318,200,0.000118487,86,87,94,197,88,85,92,89,198,90,198
1572493593,93,1.0000331525726318,200,0.000100109,86,87,94,197,88,85,92,89,198,90,198
1572493594,93,1.0000331525726318,200,0.002243648,86,87,94,197,88,85,92,89,198,90,198
1572493595,93,1.0000331525726318,200,0.000129409,86,87,94,197,88,85,92,89,198,90,198
1572493596,93,1.0000331525726318,200,0.001932465,86,87,94,197,88,85,92,89,198,90,198
1572493597,93,1.0000331525726318,200,0.00012159,86,87,94,197,88,85,92,89,198,90,198
1572493598,93,1.0000331525726318,200,0.000140688,86,87,94,197,88,85,92,89,198,90,198
1572493599,93,1.0000331525726318,200,0.000111438,86,87,94,197,88,85,92,89,198,90,198
1572493600,93,1.0000331525726318,200,0.000124144,86,87,94,197,88,85,92,89,198,90,198
1572493601,93,1.0000331525726318,200,0.00016895299999999998,86,87,94,197,88,85,92,89,198,90,198
1572493602,93,1.0000331525726318,200,0.000119056,86,87,94,197,88,85,92,89,198,90,198
1572493603,93,1.0000331525726318,200,0.000148745,86,87,94,197,88,85,92,89,198,90,198
1572493604,93,1.0000331525726318,200,9.998e-05,86,87,94,197,88,85,92,89,198,90,198
1572493605,93,1.0000331525726318,200,0.00010323,86,87,94,197,88,85,92,89,198,90,198
1572493606,93,1.0000331525726318,200,0.00012373,86,87,94,197,88,85,92,89,198,90,198
1572493607,93,1.0000331525726318,200,0.00010352,86,87,94,197,88,85,92,89,198,90,198
1572493608,93,1.0000331525726318,200,0.00010303600000000001,86,87,94,197,88,85,92,89,198,90,198
1572493609,93,1.0000331525726318,200,9.569e-05,86,87,94,197,88,85,92,89,198,90,198
1572493610,93,1.0000331525726318,200,9.4697e-05,86,87,94,197,88,85,92,89,198,90,198
1572493611,93,1.0000331525726318,200,0.000107334,86,87,94,197,88,85,92,89,198,90,198
1572493612,93,1.0000331525726318,200,0.00010287600000000001,86,87,94,197,88,85,92,89,198,90,198
1572493613,84,1.0000331525726318,192,0.00010824600000000001,77,79,86,189,80,77,84,80,189,82,190
1572493614,84,1.0000331525726318,192,0.00019702400000000002,77,79,86,189,80,77,84,80,189,82,190
1572493615,84,1.0000331525726318,192,9.1015e-05,77,79,86,189,80,77,84,80,189,82,190
1572493616,84,1.0000331525726318,192,0.00011515299999999999,77,79,86,189,80,77,84,80,189,82,190
1572493617,84,1.0000331525726318,192,0.000129239,77,79,86,189,80,77,84,80,189,82,190
1572493618,84,1.0000331525726318,192,0.000102653,77,79,86,189,80,77,84,80,189,82,190
1572493619,84,1.0000331525726318,192,0.000167351,77,79,86,189,80,77,84,80,189,82,190
1572493620,84,1.0000331525726318,192,9.2338e-05,77,79,86,189,80,77,84,80,189,82,190
1572493621,84,1.0000331525726318,192,0.000129725,77,79,86,189,80,77,84,80,189,82,190
1572493622,84,1.0000331525726318,192,0.000126724,77,79,86,189,80,77,84,80,189,82,190
1572493623,84,1.0000331525726318,192,0.00011876399999999999,77,79,86,189,80,77,84,80,189,82,190
1572493624,84,1.0000331525726318,192,0.000105869,77,79,86,189,80,77,84,80,189,82,190
1572493625,84,1.0000331525726318,192,0.000125195,77,79,86,189,80,77,84,80,189,82,190
1572493626,84,1.0000331525726318,192,8.9105e-05,77,79,86,189,80,77,84,80,189,82,190
1572493627,84,1.0000331525726318,192,0.000102942,77,79,86,189,80,77,84,80,189,82,190
1572493628,84,1.0000331525726318,192,9.468299999999999e-05,77,79,86,189,80,77,84,80,189,82,190
1572493629,84,1.0000331525726318,192,0.000126203,77,79,86,189,80,77,84,80,189,82,190
1572493630,84,1.0000331525726318,192,0.00013728200000000002,77,79,86,189,80,77,84,80,189,82,190
1572493631,84,1.0000331525726318,192,0.000113992,77,79,86,189,80,77,84,80,189,82,190
1572493632,84,1.0000331525726318,192,0.002354718,77,79,86,189,80,77,84,80,189,82,190
1572493633,84,1.0000331525726318,192,0.004523711,77,79,86,189,80,77,84,80,189,82,190
1572493634,84,1.0000331525726318,192,9.287299999999999e-05,77,79,86,189,80,77,84,80,189,82,190
1572493635,84,1.0000331525726318,192,0.000114954,77,79,86,189,80,77,84,80,189,82,190
1572493636,84,1.0000331525726318,192,0.000126025,77,79,86,189,80,77,84,80,189,82,190
1572493637,84,1.0000331525726318,192,9.608799999999999e-05,77,79,86,189,80,77,84,80,189,82,190
1572493638,84,1.0000331525726318,192,0.000113588,77,79,86,189,80,77,84,80,189,82,190
1572493639,84,1.0000331525726318,192,0.0029709429999999998,77,79,86,189,80,77,84,80,189,82,190
1572493640,75,1.0000331525726318,184,0.000123796,68,71,78,189,72,69,76,71,180,74,182
1572493641,75,1.0000331525726318,184,0.000124222,68,71,78,181,72,69,76,71,180,74,182
1572493642,75,1.0000331525726318,184,0.000111581,68,71,78,181,72,69,76,71,180,74,182
1572493643,75,1.0000331525726318,184,0.00010379,68,71,78,181,72,69,76,71,180,74,182
1572493644,75,1.0000331525726318,184,0.000104985,68,71,78,181,72,69,76,71,180,74,182
1572493645,75,1.0000331525726318,184,9.3104e-05,68,71,78,181,72,69,76,71,180,74,182
